Month,Day,Week day,Hour,Dry-Bulb Temp (°C),Heating Load (kW),Chiller Output (kW),Chiller Input (kW),Total Building Electric [kW]
Jan,1,Sunday,0,-1.6,208.8,0,0,55
Jan,1,Sunday,1,-2.5,217.9,0,0,55.1
Jan,1,Sunday,2,-3.2,225.5,0,0,55.2
Jan,1,Sunday,3,-3.8,231.7,0,0,55.3
Jan,1,Sunday,4,-4.1,238.4,0,0,55.4
Jan,1,Sunday,5,-4.2,241.3,0,0,55.5
Jan,1,Sunday,6,-4.4,243.6,0,0,55.5
Jan,1,Sunday,7,-4.8,274.4,0,0,55.9
Jan,1,Sunday,8,-4,268.5,0,0,56.1
Jan,1,Sunday,9,-3,257.8,0,0,54.8
Jan,1,Sunday,10,-2.8,247.3,0,0,67.2
Jan,1,Sunday,11,-2,237,0,0,67
Jan,1,Sunday,12,-1.5,230.9,0,0,1004.8
Jan,1,Sunday,13,-1,229.9,0,0,274.8
Jan,1,Sunday,14,-1,237.7,0,0,76.7
Jan,1,Sunday,15,-1,243.9,0,0,384.5
Jan,1,Sunday,16,-0.8,245,0,0,80
Jan,1,Sunday,17,0,241.1,0,0,73
Jan,1,Sunday,18,0,247.8,0,0,62.2
Jan,1,Sunday,19,0,252.6,0,0,55.6
Jan,1,Sunday,20,0,255.1,0,0,55.7
Jan,1,Sunday,21,1,245.2,0,0,55.5
Jan,1,Sunday,22,0.5,253.1,0,0,55.6
Jan,1,Sunday,23,1,248.8,0,0,55.6
Jan,2,Monday,0,1,250.3,0,0,55.6
Jan,2,Monday,1,1.2,248.9,0,0,55.6
Jan,2,Monday,2,2,240.7,0,0,55.4
Jan,2,Monday,3,2,243.6,0,0,55.5
Jan,2,Monday,4,2.2,241.8,0,0,55.5
Jan,2,Monday,5,2,218,0,0,97
Jan,2,Monday,6,-5,1133.9,0,0,286.7
Jan,2,Monday,7,2.8,669.4,0,0,490.5
Jan,2,Monday,8,3,377.3,0,0,1004.6
Jan,2,Monday,9,3,345.7,0,0,1021.3
Jan,2,Monday,10,3.8,316.6,0,0,1021.2
Jan,2,Monday,11,4,313.3,0,0,1021.4
Jan,2,Monday,12,4,338.2,0,0,1866.6
Jan,2,Monday,13,3.7,332.4,0,0,1220.2
Jan,2,Monday,14,4,330.3,0,0,1022.4
Jan,2,Monday,15,3,362.3,0,0,1329.3
Jan,2,Monday,16,3.2,342.2,0,0,1024.9
Jan,2,Monday,17,3.1,380.5,0,0,691.6
Jan,2,Monday,18,3,398.3,0,0,508.6
Jan,2,Monday,19,3.3,387.2,0,0,508.8
Jan,2,Monday,20,4,390.5,0,0,421
Jan,2,Monday,21,4,388,0,0,402.5
Jan,2,Monday,22,4,11.9,0,0,119.3
Jan,2,Monday,23,4,13.2,0,0,77.4
Jan,3,Tuesday,0,4,15.6,0,0,77.5
Jan,3,Tuesday,1,4,19.7,0,0,77.5
Jan,3,Tuesday,2,4,26.6,0,0,77.6
Jan,3,Tuesday,3,4,34.4,0,0,77.7
Jan,3,Tuesday,4,4.5,40.7,0,0,78.3
Jan,3,Tuesday,5,5,35.4,0,0,121
Jan,3,Tuesday,6,5,480.3,0,0,313.3
Jan,3,Tuesday,7,5.1,406.7,0,0,493.1
Jan,3,Tuesday,8,5,325.7,0,0,1007.3
Jan,3,Tuesday,9,5,217.3,0,0,1024
Jan,3,Tuesday,10,5.2,198.3,0,0,1023.9
Jan,3,Tuesday,11,5,197.6,0,0,1023.3
Jan,3,Tuesday,12,5,225.2,0,0,1868.4
Jan,3,Tuesday,13,4.6,204.5,0,0,1221.5
Jan,3,Tuesday,14,5,195.8,0,0,1024.2
Jan,3,Tuesday,15,4,218.7,0,0,1330.3
Jan,3,Tuesday,16,3,220.7,0,0,1024.9
Jan,3,Tuesday,17,2,309.1,0,0,691.3
Jan,3,Tuesday,18,1,434,0,0,508
Jan,3,Tuesday,19,1.2,407.4,0,0,508.1
Jan,3,Tuesday,20,3,404.8,0,0,420.5
Jan,3,Tuesday,21,3,408.9,0,0,401.9
Jan,3,Tuesday,22,3.7,9.6,0,0,119.1
Jan,3,Tuesday,23,4,11.7,0,0,77.4
Jan,4,Wednesday,0,3,13.4,0,0,76.8
Jan,4,Wednesday,1,3.3,14,0,0,77
Jan,4,Wednesday,2,3,15.9,0,0,76.8
Jan,4,Wednesday,3,3,18.3,0,0,76.9
Jan,4,Wednesday,4,3.2,21.3,0,0,77
Jan,4,Wednesday,5,3,22.3,0,0,118.8
Jan,4,Wednesday,6,2,513.5,0,0,311
Jan,4,Wednesday,7,1.9,462.7,0,0,490.4
Jan,4,Wednesday,8,2,243.7,0,0,1004.6
Jan,4,Wednesday,9,3,209.8,0,0,1021.7
Jan,4,Wednesday,10,3.6,192.3,0,0,1021.7
Jan,4,Wednesday,11,5,196.2,0,0,1024.9
Jan,4,Wednesday,12,4,235.1,0,0,1866.9
Jan,4,Wednesday,13,5,187.8,0,0,1224.7
Jan,4,Wednesday,14,6,188.4,50.7,14.9,1031.8
Jan,4,Wednesday,15,5,190.6,50.8,14.8,1339.4
Jan,4,Wednesday,16,5.8,175.2,61.6,18.1,1038.1
Jan,4,Wednesday,17,5,247.1,0,0,694.1
Jan,4,Wednesday,18,4,288.1,0,0,509.5
Jan,4,Wednesday,19,4.5,249.2,0,0,510.1
Jan,4,Wednesday,20,5,298.2,0,0,422.7
Jan,4,Wednesday,21,5,274.5,0,0,404.1
Jan,4,Wednesday,22,4.8,6.1,0,0,120.3
Jan,4,Wednesday,23,5,6.9,0,0,78.8
Jan,5,Thursday,0,4,8.2,0,0,77.4
Jan,5,Thursday,1,4,11,0,0,77.4
Jan,5,Thursday,2,4,11.9,0,0,77.4
Jan,5,Thursday,3,4,12.7,0,0,77.4
Jan,5,Thursday,4,3.9,14.3,0,0,77.4
Jan,5,Thursday,5,3,16.1,0,0,118.7
Jan,5,Thursday,6,3,444.5,0,0,311.4
Jan,5,Thursday,7,2.9,313.7,0,0,490.8
Jan,5,Thursday,8,3,230.9,0,0,1005.1
Jan,5,Thursday,9,3,221.3,0,0,1022.3
Jan,5,Thursday,10,3.1,207,0,0,1021.9
Jan,5,Thursday,11,4,187.8,0,0,1023.5
Jan,5,Thursday,12,4,184.2,0,0,1867.4
Jan,5,Thursday,13,4,174,0,0,1223.1
Jan,5,Thursday,14,4,174.2,0,0,1025.4
Jan,5,Thursday,15,4,173.2,0,0,1333.7
Jan,5,Thursday,16,2.9,180.1,0,0,1027.6
Jan,5,Thursday,17,2,258,0,0,691.3
Jan,5,Thursday,18,2,314.5,0,0,508.3
Jan,5,Thursday,19,1.2,314.9,0,0,508.1
Jan,5,Thursday,20,1,326.2,0,0,419.8
Jan,5,Thursday,21,1,387.9,0,0,401.2
Jan,5,Thursday,22,0.5,9.9,0,0,118
Jan,5,Thursday,23,0,12.8,0,0,76
Jan,6,Friday,0,-1,15,0,0,75.9
Jan,6,Friday,1,0.6,14.5,0,0,76.1
Jan,6,Friday,2,0,17.3,0,0,76.1
Jan,6,Friday,3,0,19.5,0,0,76.1
Jan,6,Friday,4,0.2,22,0,0,76.2
Jan,6,Friday,5,0,25.3,0,0,76.2
Jan,6,Friday,6,0,28.3,0,0,76.2
Jan,6,Friday,7,0.1,33.2,0,0,76.3
Jan,6,Friday,8,0,36.5,0,0,76.6
Jan,6,Friday,9,1,33.2,0,0,75.5
Jan,6,Friday,10,0.5,30,0,0,88
Jan,6,Friday,11,0,31.3,0,0,87.9
Jan,6,Friday,12,1,26.6,0,0,1025.8
Jan,6,Friday,13,1,33.5,0,0,295.9
Jan,6,Friday,14,1,41.4,0,0,97.9
Jan,6,Friday,15,0,53.9,0,0,405.6
Jan,6,Friday,16,0.6,57,0,0,101.2
Jan,6,Friday,17,-1,71.8,0,0,94.2
Jan,6,Friday,18,-1.7,84.5,0,0,83.4
Jan,6,Friday,19,-2.4,97.1,0,0,76.9
Jan,6,Friday,20,-2,100.1,0,0,77
Jan,6,Friday,21,-3,110.8,0,0,53.6
Jan,6,Friday,22,-2.4,114.5,0,0,53.6
Jan,6,Friday,23,-3,135.6,0,0,53.9
Jan,7,Saturday,0,-3,148.2,0,0,54.1
Jan,7,Saturday,1,-3,158.6,0,0,54.3
Jan,7,Saturday,2,-3,167,0,0,54.4
Jan,7,Saturday,3,-3,173.7,0,0,54.5
Jan,7,Saturday,4,-1.8,169.9,0,0,54.4
Jan,7,Saturday,5,-1,168.8,0,0,54.4
Jan,7,Saturday,6,0,707.3,0,0,310.5
Jan,7,Saturday,7,0.1,689,0,0,312.8
Jan,7,Saturday,8,1,581.6,0,0,487.4
Jan,7,Saturday,9,3,493.3,0,0,500.1
Jan,7,Saturday,10,4,444.3,0,0,513.4
Jan,7,Saturday,11,6,370.9,13.9,4.1,512.7
Jan,7,Saturday,12,6,413.4,13.6,4,1315.9
Jan,7,Saturday,13,6.2,372.9,13.4,4,585.8
Jan,7,Saturday,14,6,398,13.5,4,387.8
Jan,7,Saturday,15,5,426.7,0,0,697.5
Jan,7,Saturday,16,5.4,396.8,0,0,394
Jan,7,Saturday,17,5,440.2,0,0,284.7
Jan,7,Saturday,18,4,9.1,0,0,72.1
Jan,7,Saturday,19,4.1,27.6,0,0,63.5
Jan,7,Saturday,20,4,36.3,0,0,63.6
Jan,7,Saturday,21,4,45.8,0,0,54.8
Jan,7,Saturday,22,4.5,54.4,0,0,52.7
Jan,7,Saturday,23,4,74,0,0,53
Jan,8,Sunday,0,3,104.6,0,0,53.5
Jan,8,Sunday,1,2.2,118.3,0,0,53.7
Jan,8,Sunday,2,2,126.9,0,0,53.8
Jan,8,Sunday,3,2,133.6,0,0,53.9
Jan,8,Sunday,4,2,139.1,0,0,54
Jan,8,Sunday,5,1,152,0,0,54.2
Jan,8,Sunday,6,1,155.6,0,0,54.2
Jan,8,Sunday,7,1.8,153.1,0,0,54.2
Jan,8,Sunday,8,2,151.7,0,0,54.4
Jan,8,Sunday,9,2,152.2,0,0,53.2
Jan,8,Sunday,10,2.3,135.4,0,0,65.6
Jan,8,Sunday,11,3,108.8,0,0,65.2
Jan,8,Sunday,12,3,75.7,0,0,1002.5
Jan,8,Sunday,13,3.9,78,0,0,272.5
Jan,8,Sunday,14,4,104.5,0,0,74.8
Jan,8,Sunday,15,4,112.1,0,0,382.6
Jan,8,Sunday,16,2.6,127.2,0,0,78.3
Jan,8,Sunday,17,2,137.4,0,0,71.5
Jan,8,Sunday,18,2,144,0,0,60.7
Jan,8,Sunday,19,2.3,146.4,0,0,54.1
Jan,8,Sunday,20,3,143.1,0,0,54
Jan,8,Sunday,21,3,145.4,0,0,54.1
Jan,8,Sunday,22,3.6,142.6,0,0,54
Jan,8,Sunday,23,4,141.2,0,0,54
Jan,9,Monday,0,4,143.3,0,0,54
Jan,9,Monday,1,3.9,145.8,0,0,54.1
Jan,9,Monday,2,3.4,151.4,0,0,54.2
Jan,9,Monday,3,3,181,0,0,54.6
Jan,9,Monday,4,2.7,188.6,0,0,54.7
Jan,9,Monday,5,3,144.6,0,0,95.9
Jan,9,Monday,6,2,792.9,0,0,286.7
Jan,9,Monday,7,2.2,649,0,0,490.3
Jan,9,Monday,8,3,352,0,0,1004.7
Jan,9,Monday,9,3,335.4,0,0,1021.4
Jan,9,Monday,10,3.3,324.9,0,0,1020.8
Jan,9,Monday,11,5,295.7,0,0,1023
Jan,9,Monday,12,6,287.6,17.9,5.3,1866.6
Jan,9,Monday,13,6.3,323.7,19.1,5.6,1220.7
Jan,9,Monday,14,7,320.3,19,5.6,1022.5
Jan,9,Monday,15,7,320.4,19.3,5.7,1330.3
Jan,9,Monday,16,6.9,320.7,19.7,5.8,1025.9
Jan,9,Monday,17,7,363.4,17.2,5.1,692.2
Jan,9,Monday,18,7,343.1,15.6,4.7,509
Jan,9,Monday,19,7.5,329.5,15.6,4.7,509
Jan,9,Monday,20,8,333.4,14.8,4.4,420.6
Jan,9,Monday,21,8,327.1,14.8,4.5,402.1
Jan,9,Monday,22,8.5,3.3,14,4.2,118.6
Jan,9,Monday,23,6,7.7,13.8,4.1,76.6
Jan,10,Tuesday,0,4,10,0,0,77.4
Jan,10,Tuesday,1,3.4,12.5,0,0,77
Jan,10,Tuesday,2,3,14.8,0,0,76.8
Jan,10,Tuesday,3,3,17.7,0,0,76.8
Jan,10,Tuesday,4,1,26,0,0,76.3
Jan,10,Tuesday,5,1,27.9,0,0,118.2
Jan,10,Tuesday,6,0,592.7,0,0,310.5
Jan,10,Tuesday,7,-0.1,531.2,0,0,489.9
Jan,10,Tuesday,8,0,426.8,0,0,1003.9
Jan,10,Tuesday,9,1,267.7,0,0,1020.8
Jan,10,Tuesday,10,0.9,284.2,0,0,1020.1
Jan,10,Tuesday,11,2,243.2,0,0,1020.4
Jan,10,Tuesday,12,2,258.4,0,0,1865.6
Jan,10,Tuesday,13,1.9,247.2,0,0,1219.3
Jan,10,Tuesday,14,2,236,0,0,1021.2
Jan,10,Tuesday,15,1,269.4,0,0,1328.6
Jan,10,Tuesday,16,1,252.4,0,0,1024
Jan,10,Tuesday,17,1,343,0,0,691
Jan,10,Tuesday,18,-1,489.2,0,0,507.7
Jan,10,Tuesday,19,-2,532.1,0,0,507.6
Jan,10,Tuesday,20,-2,555.3,0,0,419.4
Jan,10,Tuesday,21,-2,549.7,0,0,400.8
Jan,10,Tuesday,22,-3,14.4,0,0,117.6
Jan,10,Tuesday,23,-2,15.2,0,0,75.8
Jan,11,Wednesday,0,-2.8,19.8,0,0,75.8
Jan,11,Wednesday,1,-3.6,25.5,0,0,75.8
Jan,11,Wednesday,2,-5,37,0,0,75.9
Jan,11,Wednesday,3,-5.3,47.3,0,0,76.1
Jan,11,Wednesday,4,-5.6,59.7,0,0,76.2
Jan,11,Wednesday,5,-6,63.6,0,0,118.1
Jan,11,Wednesday,6,-5,745.9,0,0,310.1
Jan,11,Wednesday,7,-5.7,705.4,0,0,489.4
Jan,11,Wednesday,8,-5,514.5,0,0,1003.4
Jan,11,Wednesday,9,-3,405.7,0,0,1020.2
Jan,11,Wednesday,10,-1.7,349.1,0,0,1019.6
Jan,11,Wednesday,11,0,277.9,0,0,1019.9
Jan,11,Wednesday,12,0,305.5,0,0,1865
Jan,11,Wednesday,13,0.3,264.3,0,0,1218.9
Jan,11,Wednesday,14,1,234.9,0,0,1020.9
Jan,11,Wednesday,15,0,263.8,0,0,1328.4
Jan,11,Wednesday,16,-0.4,244.5,0,0,1023.9
Jan,11,Wednesday,17,-1,365.6,0,0,690.6
Jan,11,Wednesday,18,-1,400,0,0,507.7
Jan,11,Wednesday,19,-1.4,399.5,0,0,507.6
Jan,11,Wednesday,20,-1,514.8,0,0,419.5
Jan,11,Wednesday,21,-1,522.5,0,0,400.9
Jan,11,Wednesday,22,-0.3,11.9,0,0,117.9
Jan,11,Wednesday,23,0,13.4,0,0,76
Jan,12,Thursday,0,0,16.4,0,0,76.1
Jan,12,Thursday,1,-0.1,20.3,0,0,76.1
Jan,12,Thursday,2,1,21.6,0,0,76.3
Jan,12,Thursday,3,0,31,0,0,76.3
Jan,12,Thursday,4,0.6,35.3,0,0,76.4
Jan,12,Thursday,5,1,34.3,0,0,118.4
Jan,12,Thursday,6,0,571.1,0,0,310.5
Jan,12,Thursday,7,-0.1,524.8,0,0,489.9
Jan,12,Thursday,8,0,300,0,0,1004
Jan,12,Thursday,9,-1,327.4,0,0,1020.5
Jan,12,Thursday,10,-0.3,278.2,0,0,1019.8
Jan,12,Thursday,11,0,281.3,0,0,1019.9
Jan,12,Thursday,12,0,301.2,0,0,1865
Jan,12,Thursday,13,0.7,254,0,0,1219.1
Jan,12,Thursday,14,1,239.7,0,0,1021.4
Jan,12,Thursday,15,1,238.4,0,0,1329.3
Jan,12,Thursday,16,1.5,205.3,0,0,1025.5
Jan,12,Thursday,17,2,281.3,0,0,691.3
Jan,12,Thursday,18,2,338.9,0,0,508.3
Jan,12,Thursday,19,2,327.2,0,0,508.3
Jan,12,Thursday,20,2,336,0,0,420.1
Jan,12,Thursday,21,2,305.8,0,0,401.5
Jan,12,Thursday,22,1.6,13.3,0,0,118.3
Jan,12,Thursday,23,1,15.5,0,0,76.2
Jan,13,Friday,0,1,18.6,0,0,76.3
Jan,13,Friday,1,0.6,23.2,0,0,76.3
Jan,13,Friday,2,0,31.9,0,0,76.3
Jan,13,Friday,3,0,37.9,0,0,76.4
Jan,13,Friday,4,-0.1,47.7,0,0,76.5
Jan,13,Friday,5,-1,52.6,0,0,118.3
Jan,13,Friday,6,-1,612.9,0,0,310.4
Jan,13,Friday,7,-1.8,582.1,0,0,489.7
Jan,13,Friday,8,-2,357.6,0,0,1003.6
Jan,13,Friday,9,-2,348.9,0,0,1020.3
Jan,13,Friday,10,-0.7,284.6,0,0,1019.7
Jan,13,Friday,11,0,274.6,0,0,1019.9
Jan,13,Friday,12,0,282.1,0,0,1865
Jan,13,Friday,13,0.3,263.1,0,0,1219
Jan,13,Friday,14,0,272.5,0,0,1021.2
Jan,13,Friday,15,0,258.6,0,0,1329
Jan,13,Friday,16,0,248,0,0,1024.7
Jan,13,Friday,17,-0.5,332.5,0,0,690.7
Jan,13,Friday,18,-1,395.2,0,0,507.7
Jan,13,Friday,19,-0.8,359.5,0,0,507.7
Jan,13,Friday,20,-2,444.2,0,0,419.4
Jan,13,Friday,21,-1,412.9,0,0,400.9
Jan,13,Friday,22,-1.6,16.2,0,0,117.7
Jan,13,Friday,23,-1,18.4,0,0,76
Jan,14,Saturday,0,-1,23.1,0,0,76
Jan,14,Saturday,1,-1.5,30.4,0,0,76.1
Jan,14,Saturday,2,-1,35.9,0,0,76.2
Jan,14,Saturday,3,-2,51.2,0,0,76.3
Jan,14,Saturday,4,-2,58,0,0,76.4
Jan,14,Saturday,5,-2,65.8,0,0,76.5
Jan,14,Saturday,6,-2,657.1,0,0,310.3
Jan,14,Saturday,7,-1.8,646,0,0,312.6
Jan,14,Saturday,8,-1,570.1,0,0,487.1
Jan,14,Saturday,9,-1,565.6,0,0,499.2
Jan,14,Saturday,10,-0.8,556.6,0,0,511.9
Jan,14,Saturday,11,0,510.9,0,0,512
Jan,14,Saturday,12,0,554.5,0,0,1315.2
Jan,14,Saturday,13,0.3,538.7,0,0,585.3
Jan,14,Saturday,14,1,523.5,0,0,387.3
Jan,14,Saturday,15,1,516.6,0,0,695
Jan,14,Saturday,16,1,526.3,0,0,390.4
Jan,14,Saturday,17,1,556.4,0,0,284.7
Jan,14,Saturday,18,1.5,16.6,0,0,72.2
Jan,14,Saturday,19,2,34.9,0,0,63.6
Jan,14,Saturday,20,2,42.8,0,0,63.7
Jan,14,Saturday,21,2,53.7,0,0,55
Jan,14,Saturday,22,2.2,63.1,0,0,52.9
Jan,14,Saturday,23,2,75,0,0,53
Jan,15,Sunday,0,3,78.2,0,0,53.1
Jan,15,Sunday,1,2.6,96.2,0,0,53.4
Jan,15,Sunday,2,3,103.7,0,0,53.5
Jan,15,Sunday,3,4,103.3,0,0,78.6
Jan,15,Sunday,4,3.2,119.7,0,0,53.7
Jan,15,Sunday,5,3,128.8,0,0,53.8
Jan,15,Sunday,6,3,133.1,0,0,53.9
Jan,15,Sunday,7,2.8,139.4,0,0,54
Jan,15,Sunday,8,3,139.8,0,0,54.3
Jan,15,Sunday,9,3.2,137.9,0,0,53
Jan,15,Sunday,10,3.4,132.3,0,0,65.5
Jan,15,Sunday,11,4,126.9,0,0,65.4
Jan,15,Sunday,12,4,124,0,0,1003.2
Jan,15,Sunday,13,3.8,127.9,0,0,273.3
Jan,15,Sunday,14,4,129.9,0,0,75.2
Jan,15,Sunday,15,4,133.4,0,0,382.9
Jan,15,Sunday,16,3.7,137.6,0,0,78.4
Jan,15,Sunday,17,3.8,142.3,0,0,71.6
Jan,15,Sunday,18,4,145.2,0,0,60.7
Jan,15,Sunday,19,3.9,149.4,0,0,54.1
Jan,15,Sunday,20,4,149.9,0,0,54.1
Jan,15,Sunday,21,4,151.5,0,0,54.2
Jan,15,Sunday,22,3.9,153.6,0,0,54.2
Jan,15,Sunday,23,4,153.7,0,0,54.2
Jan,16,Monday,0,4,155,0,0,54.2
Jan,16,Monday,1,3.7,158.2,0,0,54.2
Jan,16,Monday,2,4,156.8,0,0,54.2
Jan,16,Monday,3,4,157.5,0,0,54.2
Jan,16,Monday,4,3.7,160.4,0,0,54.3
Jan,16,Monday,5,4,144.5,0,0,121.1
Jan,16,Monday,6,4,597.9,0,0,311.9
Jan,16,Monday,7,3.5,529.1,0,0,490.9
Jan,16,Monday,8,4,338.2,0,0,1005.4
Jan,16,Monday,9,3,354.2,0,0,1021.4
Jan,16,Monday,10,3.6,333.6,0,0,1021.1
Jan,16,Monday,11,4,313.8,0,0,1021.5
Jan,16,Monday,12,4,334.2,0,0,1866.6
Jan,16,Monday,13,3.6,291.2,0,0,1220.1
Jan,16,Monday,14,4,245.9,0,0,1022.4
Jan,16,Monday,15,3,214.1,0,0,1329.3
Jan,16,Monday,16,3.3,210.7,0,0,1025
Jan,16,Monday,17,4,353.4,0,0,692.3
Jan,16,Monday,18,4,363.8,0,0,509.4
Jan,16,Monday,19,3.6,365.8,0,0,509
Jan,16,Monday,20,3.8,382.8,0,0,420.9
Jan,16,Monday,21,4,388.3,0,0,402.5
Jan,16,Monday,22,3.8,11.2,0,0,119.1
Jan,16,Monday,23,3.6,12.7,0,0,77.1
Jan,17,Tuesday,0,3.4,13.8,0,0,77
Jan,17,Tuesday,1,3.2,17.5,0,0,77
Jan,17,Tuesday,2,2.9,23.2,0,0,76.9
Jan,17,Tuesday,3,2.6,32.3,0,0,76.9
Jan,17,Tuesday,4,2.3,44.1,0,0,76.9
Jan,17,Tuesday,5,1.9,45.2,0,0,118.7
Jan,17,Tuesday,6,1.6,588.3,0,0,310.8
Jan,17,Tuesday,7,1.3,531.7,0,0,490.2
Jan,17,Tuesday,8,0,304.1,0,0,1003.9
Jan,17,Tuesday,9,0,281.7,0,0,1020.6
Jan,17,Tuesday,10,-0.3,305.1,0,0,1019.8
Jan,17,Tuesday,11,-1,307.3,0,0,1019.7
Jan,17,Tuesday,12,-1,355.5,0,0,1864.8
Jan,17,Tuesday,13,-1.6,314.5,0,0,1218.5
Jan,17,Tuesday,14,-1,308.7,0,0,1020.5
Jan,17,Tuesday,15,-1,301,0,0,1328.2
Jan,17,Tuesday,16,-0.2,275,0,0,1023.8
Jan,17,Tuesday,17,-1,379.2,0,0,690.6
Jan,17,Tuesday,18,-2,424,0,0,507.6
Jan,17,Tuesday,19,-2,417.1,0,0,507.6
Jan,17,Tuesday,20,-2,550.3,0,0,419.4
Jan,17,Tuesday,21,-2,556.6,0,0,400.8
Jan,17,Tuesday,22,-2.1,15.4,0,0,117.7
Jan,17,Tuesday,23,-2,17.9,0,0,75.9
Jan,18,Wednesday,0,-2,22.3,0,0,75.9
Jan,18,Wednesday,1,-2.2,27.7,0,0,76
Jan,18,Wednesday,2,-2.1,36.2,0,0,76.1
Jan,18,Wednesday,3,-2,47.4,0,0,76.3
Jan,18,Wednesday,4,-1.8,54.3,0,0,76.4
Jan,18,Wednesday,5,-1.7,54.7,0,0,118.3
Jan,18,Wednesday,6,-1.7,675.7,0,0,310.3
Jan,18,Wednesday,7,-1.6,609.4,0,0,489.7
Jan,18,Wednesday,8,-2,355.6,0,0,1003.6
Jan,18,Wednesday,9,-1.5,337.2,0,0,1020.4
Jan,18,Wednesday,10,-0.9,312.8,0,0,1019.7
Jan,18,Wednesday,11,1,243,0,0,1020.2
Jan,18,Wednesday,12,1,269.4,0,0,1865.2
Jan,18,Wednesday,13,1.5,233.4,0,0,1219.3
Jan,18,Wednesday,14,1,249.3,0,0,1021.1
Jan,18,Wednesday,15,0,286.8,0,0,1328.7
Jan,18,Wednesday,16,-0.7,293.6,0,0,1024.1
Jan,18,Wednesday,17,-1,358.9,0,0,690.6
Jan,18,Wednesday,18,-1,406.4,0,0,507.7
Jan,18,Wednesday,19,-0.5,356.9,0,0,507.8
Jan,18,Wednesday,20,-1,441.7,0,0,419.5
Jan,18,Wednesday,21,-1,500.6,0,0,400.9
Jan,18,Wednesday,22,-0.6,11.9,0,0,117.8
Jan,18,Wednesday,23,-1,14.1,0,0,75.9
Jan,19,Thursday,0,-1,17.6,0,0,75.9
Jan,19,Thursday,1,-1.1,21.5,0,0,76
Jan,19,Thursday,2,-1,25,0,0,76
Jan,19,Thursday,3,-1,32.7,0,0,76.2
Jan,19,Thursday,4,-1.2,42.3,0,0,76.3
Jan,19,Thursday,5,-1,42.5,0,0,118.2
Jan,19,Thursday,6,-1,606.8,0,0,310.4
Jan,19,Thursday,7,-1.1,562,0,0,489.8
Jan,19,Thursday,8,-1,328.4,0,0,1003.8
Jan,19,Thursday,9,-1,323.4,0,0,1020.4
Jan,19,Thursday,10,-1.2,318.7,0,0,1019.6
Jan,19,Thursday,11,-1,291.9,0,0,1019.7
Jan,19,Thursday,12,-1,320.7,0,0,1864.8
Jan,19,Thursday,13,-1.3,279.9,0,0,1218.6
Jan,19,Thursday,14,-2,301.9,0,0,1020.5
Jan,19,Thursday,15,-2,294,0,0,1328.5
Jan,19,Thursday,16,-3,321.5,0,0,1023.7
Jan,19,Thursday,17,-4,444.1,0,0,690.3
Jan,19,Thursday,18,-5,549.1,0,0,507.3
Jan,19,Thursday,19,-4.7,540.1,0,0,507.4
Jan,19,Thursday,20,-6,687.5,0,0,419.1
Jan,19,Thursday,21,-5,660.4,0,0,400.6
Jan,19,Thursday,22,-5.4,18.4,0,0,117.5
Jan,19,Thursday,23,-6,27.9,0,0,75.8
Jan,20,Friday,0,-6,37.6,0,0,75.9
Jan,20,Friday,1,-6.3,51.8,0,0,76.1
Jan,20,Friday,2,-7,65.7,0,0,76.3
Jan,20,Friday,3,-7,75.3,0,0,76.4
Jan,20,Friday,4,-6.6,81.9,0,0,76.5
Jan,20,Friday,5,-7,84.4,0,0,118.4
Jan,20,Friday,6,-7,834.9,0,0,310
Jan,20,Friday,7,-7.9,793.9,0,0,489.3
Jan,20,Friday,8,-9,597,0,0,1003.2
Jan,20,Friday,9,-9,564.1,0,0,1019.8
Jan,20,Friday,10,-7.9,534.1,0,0,1019.1
Jan,20,Friday,11,-8,529.6,0,0,1019.1
Jan,20,Friday,12,-7,510.9,0,0,1864.3
Jan,20,Friday,13,-5.8,416.3,0,0,1218.2
Jan,20,Friday,14,-6,429.3,0,0,1020
Jan,20,Friday,15,-6.6,451.7,0,0,1327.7
Jan,20,Friday,16,-7.1,442.5,0,0,1023.1
Jan,20,Friday,17,-9,619.7,0,0,690
Jan,20,Friday,18,-10,813.1,0,0,507.1
Jan,20,Friday,19,-8.9,779.5,0,0,507.2
Jan,20,Friday,20,-9,811.7,0,0,419
Jan,20,Friday,21,-10,843.2,0,0,400.4
Jan,20,Friday,22,-9.1,34.3,0,0,117.6
Jan,20,Friday,23,-9,59.5,0,0,76.1
Jan,21,Saturday,0,-9,71,0,0,76.3
Jan,21,Saturday,1,-9.6,83.5,0,0,76.4
Jan,21,Saturday,2,-10,94.4,0,0,76.6
Jan,21,Saturday,3,-11,110.9,0,0,76.8
Jan,21,Saturday,4,-11.2,123.4,0,0,77
Jan,21,Saturday,5,-12,136.3,0,0,77.1
Jan,21,Saturday,6,-13,1063.9,0,0,309.9
Jan,21,Saturday,7,-13.4,1082.6,0,0,312.1
Jan,21,Saturday,8,-14,1020.2,0,0,486.5
Jan,21,Saturday,9,-13,961.4,0,0,498.7
Jan,21,Saturday,10,-11.2,875.3,0,0,511.3
Jan,21,Saturday,11,-10,829.3,0,0,511.3
Jan,21,Saturday,12,-8,794.3,0,0,1314.7
Jan,21,Saturday,13,-7.4,761.5,0,0,584.7
Jan,21,Saturday,14,-7,764,0,0,386.6
Jan,21,Saturday,15,-7,774,0,0,694.3
