Month,Day,Week day,Hour,Dry-Bulb Temp (°C),Heating Load (kW),Chiller Output (kW),Chiller Input (kW),Total Building Electric [kW]
Apr,5,Wednesday,20,16.1,34.6,82.8,26.7,442.9
Apr,5,Wednesday,21,14,72.6,54,17.1,414.7
Apr,5,Wednesday,22,12,0,40.1,12.5,124.6
Apr,5,Wednesday,23,11.6,0,32.6,10.1,80
Apr,6,Thursday,0,10,0,24.3,7.4,77
Apr,6,Thursday,1,10,0,21.7,6.6,76.1
Apr,6,Thursday,2,9.4,0,17.7,5.4,78
Apr,6,Thursday,3,9,0,15.2,4.6,77.1
Apr,6,Thursday,4,8,0.1,14.5,4.3,76.9
Apr,6,Thursday,5,7.3,0.1,14.7,4.4,118.8
Apr,6,Thursday,6,7,240.5,15.2,4.5,311.7
Apr,6,Thursday,7,8,119.4,25.4,7.6,492.2
Apr,6,Thursday,8,8.7,76.8,196.1,59.2,1058.3
Apr,6,Thursday,9,10,53.5,268.3,81.9,1098
Apr,6,Thursday,10,12,37.4,323.4,99.8,1116
Apr,6,Thursday,11,14.3,21.9,387.1,116,1132.1
Apr,6,Thursday,12,16,12.3,372,113.8,1975.1
Apr,6,Thursday,13,18,0,879.8,228.2,1439.8
Apr,6,Thursday,14,20.3,0,953.2,249.4,1262.3
Apr,6,Thursday,15,20,0,959.6,251,1570.4
Apr,6,Thursday,16,20,0,941.6,246.1,1258.9
Apr,6,Thursday,17,20.1,0,728.7,199,879.6
Apr,6,Thursday,18,19,0,561,162.8,661.8
Apr,6,Thursday,19,18,1,504.3,146.7,651
Apr,6,Thursday,20,17.3,17.6,121.4,39.5,455.7
Apr,6,Thursday,21,15,68.5,92,29.4,427
Apr,6,Thursday,22,14,0,84.8,26.8,140.9
Apr,6,Thursday,23,12.3,0,69.7,21.7,93.3
Apr,7,Friday,0,12,0,63.9,19.9,91.2
Apr,7,Friday,1,12,0,59.5,18.5,89.6
Apr,7,Friday,2,12.1,0,55.6,17.3,88.2
Apr,7,Friday,3,13,0,54.7,17.2,88.1
Apr,7,Friday,4,12,0,46.3,14.4,85
Apr,7,Friday,5,12.3,0,50.8,15.8,131.8
Apr,7,Friday,6,11,119.2,28.4,8.8,315.9
Apr,7,Friday,7,10.5,101.8,45.2,13.9,498.4
Apr,7,Friday,8,10,63.9,241.3,73.7,1072.8
Apr,7,Friday,9,11,42.2,301.3,92.5,1108.7
Apr,7,Friday,10,11,41.6,318.5,97.7,1113.9
Apr,7,Friday,11,12.1,35.6,359.3,108.6,1124.8
Apr,7,Friday,12,13,28.5,326.8,101.5,1962.8
Apr,7,Friday,13,15,16.4,422.9,124.1,1339.1
Apr,7,Friday,14,15.1,15.7,427.5,125.1,1141.3
Apr,7,Friday,15,15,16.4,422.2,123.9,1446.6
Apr,7,Friday,16,14,22.4,404.1,119.4,1135.5
Apr,7,Friday,17,11.6,37.9,169.1,52.4,736.4
Apr,7,Friday,18,12,55.3,93.8,29.2,531.6
Apr,7,Friday,19,12,56.8,67.3,20.9,525.3
Apr,7,Friday,20,11.1,77.2,38.1,11.8,427.9
Apr,7,Friday,21,10,84.1,27.8,8.5,406.1
Apr,7,Friday,22,10,0,17.7,5.4,116.6
Apr,7,Friday,23,8.3,0,15.1,4.5,73.7
Apr,8,Saturday,0,9,0,15,4.5,77.1
Apr,8,Saturday,1,9,0,14.9,4.5,77
Apr,8,Saturday,2,8.9,0.1,14.8,4.5,77
Apr,8,Saturday,3,8,0.1,14.6,4.4,76.9
Apr,8,Saturday,4,6,0.1,14.4,4.2,76.7
Apr,8,Saturday,5,5.8,0.1,0,0,81.6
Apr,8,Saturday,6,5,349.1,0,0,313.5
Apr,8,Saturday,7,5.9,327.1,0,0,317.3
Apr,8,Saturday,8,6.9,194.5,21.7,6.4,489.1
Apr,8,Saturday,9,9,122.5,32.8,9.9,505.1
Apr,8,Saturday,10,12,92,44.6,13.9,522.4
Apr,8,Saturday,11,13.9,64.8,61.8,19.6,528.1
Apr,8,Saturday,12,15,50.8,43.2,13.8,1325.7
Apr,8,Saturday,13,17,51.8,52.1,16.9,598.8
Apr,8,Saturday,14,16,42.1,48.1,15.5,398.5
Apr,8,Saturday,15,15,90.5,38.2,12.2,701.7
Apr,8,Saturday,16,15,116.8,31.9,10.2,393.2
Apr,8,Saturday,17,13.7,209.9,21.3,6.7,308.8
Apr,8,Saturday,18,13,0,22.2,7,94.5
Apr,8,Saturday,19,13,0,18.5,5.8,86.3
Apr,8,Saturday,20,11.2,0,17,5.3,89
Apr,8,Saturday,21,10,0.1,13.7,4.2,78.9
Apr,8,Saturday,22,10,0.1,13.7,4.2,76.7
Apr,8,Saturday,23,11,0.1,13.7,4.2,76.7
Apr,9,Sunday,0,11,0.1,13.7,4.2,76.7
Apr,9,Sunday,1,10,0.1,13.6,4.2,76.6
Apr,9,Sunday,2,8.8,0.1,13.4,4,76.5
Apr,9,Sunday,3,9,0.1,13.4,4.1,76.5
Apr,9,Sunday,4,9,0.1,13.4,4,76.5
Apr,9,Sunday,5,7.4,0.1,13.3,4,76.4
Apr,9,Sunday,6,8,0.1,13.3,4,76.5
Apr,9,Sunday,7,8,0.1,13.3,4,74.5
Apr,9,Sunday,8,8.2,0.1,13.8,4.1,75.7
Apr,9,Sunday,9,10,0.1,15.7,4.8,75.6
Apr,9,Sunday,10,13,0.1,41.7,13.1,98.4
Apr,9,Sunday,11,14,0.1,71,22.5,109.1
Apr,9,Sunday,12,14,0.1,89.1,28.2,1053.4
Apr,9,Sunday,13,14,0.1,94.4,29.9,325.3
Apr,9,Sunday,14,14.8,0.1,109.5,34.9,132.1
Apr,9,Sunday,15,16,0.1,121,39,443.2
Apr,9,Sunday,16,16,0.1,116.8,37.6,135.1
Apr,9,Sunday,17,14,0.1,83.3,26.4,116.3
Apr,9,Sunday,18,14,0.1,65.4,20.7,100.1
Apr,9,Sunday,19,13,0.1,52.5,16.5,90.6
Apr,9,Sunday,20,11.6,0.1,42.5,13.2,86.9
Apr,9,Sunday,21,11,0.1,36,11.1,84.6
Apr,9,Sunday,22,9,0.2,26.1,7.9,80.9
Apr,9,Sunday,23,8.6,0.2,21.1,6.4,79.2
Apr,10,Monday,0,9,0.2,19,5.8,78.5
Apr,10,Monday,1,9,0.2,15.8,4.8,77.3
Apr,10,Monday,2,9,0.2,14.2,4.3,76.8
Apr,10,Monday,3,8,0.2,0,0,52
Apr,10,Monday,4,8,0.2,0,0,52
Apr,10,Monday,5,7.5,0.2,13.4,4,118.3
Apr,10,Monday,6,7,326.7,13.8,4.1,311.3
Apr,10,Monday,7,7,280.4,18,5.3,489.9
Apr,10,Monday,8,8,112.3,119.8,35.9,1035
Apr,10,Monday,9,9,79.6,162.4,49.2,1065.3
Apr,10,Monday,10,11,54.4,203.7,62.8,1078.9
Apr,10,Monday,11,13.3,33,247.1,77.5,1093.6
Apr,10,Monday,12,14,31.8,242.4,76.5,1937.8
Apr,10,Monday,13,14,27.2,288.8,90.6,1305.6
Apr,10,Monday,14,11,42.9,275.6,84.7,1100.9
Apr,10,Monday,15,11,44.7,288.9,88.8,1411.4
Apr,10,Monday,16,11,44.6,283,87,1103.1
Apr,10,Monday,17,9.5,81.9,129.7,39.5,723.5
Apr,10,Monday,18,8,140.3,47.1,14.1,516.5
Apr,10,Monday,19,6,127.6,33.9,10,514.3
Apr,10,Monday,20,4.8,165,0,0,422.7
Apr,10,Monday,21,4.4,265.3,0,0,403.1
Apr,10,Monday,22,4,0.1,0,0,119.3
Apr,10,Monday,23,3.6,0.1,0,0,77
Apr,11,Tuesday,0,3,0.1,0,0,76.7
Apr,11,Tuesday,1,3,0.1,0,0,76.7
Apr,11,Tuesday,2,2,0.2,0,0,76.3
Apr,11,Tuesday,3,2,0.2,0,0,76.3
Apr,11,Tuesday,4,2,0.2,0,0,76.2
Apr,11,Tuesday,5,1.6,0.3,0,0,118
Apr,11,Tuesday,6,1,447.9,0,0,310.7
Apr,11,Tuesday,7,0,435.3,0,0,488
Apr,11,Tuesday,8,0.7,137.3,0,0,1004
Apr,11,Tuesday,9,1,124.3,0,0,1021.9
Apr,11,Tuesday,10,2,121,0,0,1023.5
Apr,11,Tuesday,11,2.8,108.7,0,0,1025.2
Apr,11,Tuesday,12,4,98,88.5,25.6,1886.9
Apr,11,Tuesday,13,4,85.8,135.4,39.2,1254.2
Apr,11,Tuesday,14,4.9,80.5,182.5,53.2,1069.3
Apr,11,Tuesday,15,6,79,232.4,68.6,1391.2
Apr,11,Tuesday,16,7,65.6,247.4,73.7,1089.8
Apr,11,Tuesday,17,6.7,79.9,81.8,24.3,708.3
Apr,11,Tuesday,18,7,126.6,28.1,8.4,510.7
Apr,11,Tuesday,19,6,130.3,21.3,6.3,510.6
Apr,11,Tuesday,20,5.4,170.7,0,0,423.9
Apr,11,Tuesday,21,5,198.6,0,0,404.1
Apr,11,Tuesday,22,6,0,15.1,4.5,118.8
Apr,11,Tuesday,23,5,0.1,0,0,78.8
Apr,12,Wednesday,0,5,0.1,0,0,78.8
Apr,12,Wednesday,1,5,0.1,0,0,78.7
Apr,12,Wednesday,2,5.2,0.1,0,0,79.3
Apr,12,Wednesday,3,4,0.2,0,0,77.3
Apr,12,Wednesday,4,4,0.3,0,0,77.3
Apr,12,Wednesday,5,4.4,0.3,0,0,119.6
Apr,12,Wednesday,6,4,423.3,0,0,312.1
Apr,12,Wednesday,7,4,334.8,0,0,489.6
Apr,12,Wednesday,8,4.8,109.4,0,0,1008.8
Apr,12,Wednesday,9,5,87.5,74.9,21.9,1038
Apr,12,Wednesday,10,7,79.9,114.2,34,1050.1
Apr,12,Wednesday,11,8.7,62.9,168.1,50.8,1066.9
Apr,12,Wednesday,12,11,43.8,166.5,51.3,1912.6
Apr,12,Wednesday,13,12,38.4,261.3,81,1296
Apr,12,Wednesday,14,13.6,27.7,315.6,98.5,1114.6
Apr,12,Wednesday,15,13,30.8,322.5,100.2,1422.8
Apr,12,Wednesday,16,12,36.7,311,96.1,1112.2
Apr,12,Wednesday,17,12.5,39.8,117.1,36.6,720.6
Apr,12,Wednesday,18,13,44.3,53.9,16.9,519.3
Apr,12,Wednesday,19,11,76.6,35.2,10.9,515.2
Apr,12,Wednesday,20,9.6,108.6,18.8,5.7,421.9
Apr,12,Wednesday,21,9,117.8,16.4,5,402.6
Apr,12,Wednesday,22,8,0,15.4,4.6,115.7
Apr,12,Wednesday,23,8,0,14.9,4.5,77
Apr,13,Thursday,0,7,0.1,14.7,4.4,76.9
Apr,13,Thursday,1,8,0.1,14.7,4.4,76.9
Apr,13,Thursday,2,7.6,0.1,14.6,4.4,76.9
Apr,13,Thursday,3,7,0.1,14.4,4.3,76.8
Apr,13,Thursday,4,7,0.1,14.3,4.3,76.8
Apr,13,Thursday,5,7.1,0.1,14.6,4.4,118.7
Apr,13,Thursday,6,7,381.1,14.8,4.4,311.6
Apr,13,Thursday,7,7,225.4,16,4.8,489.3
Apr,13,Thursday,8,7,99.4,73.1,21.8,1020.8
Apr,13,Thursday,9,7,87,96.9,28.8,1044.9
Apr,13,Thursday,10,7,70.7,118.2,35.2,1051.3
Apr,13,Thursday,11,7.3,68.4,139.1,41.5,1057.6
Apr,13,Thursday,12,8,69.9,97.2,29.2,1890.5
Apr,13,Thursday,13,9,59.4,180.4,54.7,1269.7
Apr,13,Thursday,14,9.7,52.4,203.3,62,1078.1
Apr,13,Thursday,15,10,52,225.9,69,1391.7
Apr,13,Thursday,16,10,50,240.3,73.4,1089.5
Apr,13,Thursday,17,10.3,58.1,54.7,16.8,700.8
Apr,13,Thursday,18,10,72.2,19,5.8,508.2
Apr,13,Thursday,19,9,113.6,17.7,5.4,509.7
Apr,13,Thursday,20,8.1,136.2,16.2,4.9,421
Apr,13,Thursday,21,8,178,16.2,4.9,402.5
Apr,13,Thursday,22,7,0,15.1,4.5,118.9
Apr,13,Thursday,23,6.8,0,14.6,4.3,76.9
Apr,14,Friday,0,7,0.1,14.6,4.3,76.8
Apr,14,Friday,1,7,1.1,14.5,4.3,76.8
Apr,14,Friday,2,6.3,2.3,14.3,4.2,76.8
Apr,14,Friday,3,6,2.8,14.2,4.2,76.7
Apr,14,Friday,4,6,3.1,14.1,4.2,76.7
Apr,14,Friday,5,5.6,3.7,0,0,122.6
Apr,14,Friday,6,5,411.1,0,0,313.5
Apr,14,Friday,7,4,289.3,0,0,489.6
Apr,14,Friday,8,5.1,110.5,0,0,1008.6
Apr,14,Friday,9,6,88.3,75.5,22.2,1038.4
Apr,14,Friday,10,7,77.5,99.5,29.6,1045.7
Apr,14,Friday,11,5.6,86.8,107.2,31.5,1047.6
Apr,14,Friday,12,6,78.2,74,21.8,1883.1
Apr,14,Friday,13,6,78.6,132.1,38.9,1254
Apr,14,Friday,14,5.4,82.8,176.1,51.6,1067.7
Apr,14,Friday,15,5,81.1,211.5,61.7,1384.4
Apr,14,Friday,16,7,68.4,239.7,71.4,1087.5
Apr,14,Friday,17,8.6,66.4,73.1,22,706.1
Apr,14,Friday,18,8,98.8,23.1,6.9,509.3
Apr,14,Friday,19,8,126.3,20.1,6,510.4
Apr,14,Friday,20,5.8,208,0,0,425.7
Apr,14,Friday,21,6,245.6,16,4.7,402.3
Apr,14,Friday,22,3,0.1,0,0,118.6
Apr,14,Friday,23,5.6,0.1,0,0,80.8
Apr,15,Saturday,0,3,1.3,0,0,76.7
Apr,15,Saturday,1,2,2.8,0,0,76.3
Apr,15,Saturday,2,1.5,3.4,0,0,76.2
Apr,15,Saturday,3,1,4,0,0,76.1
Apr,15,Saturday,4,1,4.6,0,0,76
Apr,15,Saturday,5,0,6,0,0,75.9
Apr,15,Saturday,6,0,471.4,0,0,310.6
Apr,15,Saturday,7,2,414.9,0,0,311.3
Apr,15,Saturday,8,4.8,356,0,0,488.8
Apr,15,Saturday,9,8,286.7,16.9,5.1,500.3
Apr,15,Saturday,10,10,166.7,18.3,5.6,514.2
Apr,15,Saturday,11,11.3,112.9,20.6,6.4,514.9
Apr,15,Saturday,12,11,241.3,19.2,5.9,1317.8
Apr,15,Saturday,13,12,201.7,21.7,6.8,588.6
Apr,15,Saturday,14,11.5,209.5,21.8,6.8,389.8
Apr,15,Saturday,15,13,156,24.6,7.7,697.3
Apr,15,Saturday,16,11,222.5,21,6.5,389.5
Apr,15,Saturday,17,9.2,287.1,18.1,5.5,307.5
Apr,15,Saturday,18,8,0,17.3,5.2,95.9
Apr,15,Saturday,19,8,0.1,14.1,4.2,87.9
Apr,15,Saturday,20,7,0.1,13.8,4.1,87.7
Apr,15,Saturday,21,7,0.1,13.5,4,78.7
Apr,15,Saturday,22,6,0.1,13.4,3.9,76.4
Apr,15,Saturday,23,5.7,0.2,0,0,81
Apr,16,Sunday,0,5,0.2,0,0,78.5
Apr,16,Sunday,1,5,0.2,0,0,78.5
Apr,16,Sunday,2,5.4,0.2,0,0,79.5
Apr,16,Sunday,3,6,0.2,13.3,3.9,76.4
Apr,16,Sunday,4,6,0.2,13.3,3.9,76.4
Apr,16,Sunday,5,6,0.3,13.3,3.9,76.4
Apr,16,Sunday,6,6,0.4,13.3,3.9,76.4
Apr,16,Sunday,7,6,0.4,13.3,3.9,74.4
Apr,16,Sunday,8,6.1,0.4,13.3,3.9,75.5
Apr,16,Sunday,9,6.5,0.4,13.3,3.9,74.7
Apr,16,Sunday,10,7,0.3,13.3,4,88.1
Apr,16,Sunday,11,8.6,0.3,13.8,4.2,88.3
Apr,16,Sunday,12,10,0.3,18.3,5.6,1027.7
Apr,16,Sunday,13,10,0.3,21.1,6.5,298.7
Apr,16,Sunday,14,10.8,0.2,22.8,7,100.4
Apr,16,Sunday,15,10,0.3,23.1,7.1,407.1
Apr,16,Sunday,16,10,0.3,22.8,7,100.4
Apr,16,Sunday,17,9.5,0.3,19,5.8,92.9
Apr,16,Sunday,18,10,0.3,15.7,4.8,82
Apr,16,Sunday,19,9,0.4,13.3,4,76.5
Apr,16,Sunday,20,6.4,0.5,0,0,52
Apr,16,Sunday,21,6,0.5,0,0,52
Apr,16,Sunday,22,6,0.7,0,0,52
Apr,16,Sunday,23,5.4,0.8,0,0,52
Apr,17,Monday,0,5,0.9,0,0,52
Apr,17,Monday,1,4,1.1,0,0,52
Apr,17,Monday,2,3.8,1.1,0,0,52
Apr,17,Monday,3,3,2.5,0,0,52
Apr,17,Monday,4,3,2.7,0,0,52
Apr,17,Monday,5,2,4.2,0,0,52
Apr,17,Monday,6,2,4.3,0,0,52
Apr,17,Monday,7,2,3.7,0,0,50.1
Apr,17,Monday,8,5.4,1,0,0,51.1
Apr,17,Monday,9,7,0.9,13.4,4,74.7
Apr,17,Monday,10,8,0.7,14.7,4.4,88.6
Apr,17,Monday,11,9.7,0.5,21.7,6.6,91.1
Apr,17,Monday,12,11,0.4,48.1,14.8,1038.3
Apr,17,Monday,13,11,0.4,69.4,21.4,315.7
Apr,17,Monday,14,11.3,0.3,81.2,25.1,121
Apr,17,Monday,15,12,0.3,87.5,27.2,430
Apr,17,Monday,16,11,0.3,76.8,23.7,119.5
Apr,17,Monday,17,11,0.4,64.7,19.9,109
Apr,17,Monday,18,11,0.4,51,15.7,94.5
Apr,17,Monday,19,10,0.6,39.7,12.1,85.7
Apr,17,Monday,20,8.7,0.7,32.7,9.9,83.2
Apr,17,Monday,21,8,0.8,27.3,8.2,81.3
Apr,17,Monday,22,7,0.9,22.3,6.6,79.5
Apr,17,Monday,23,1.9,1.2,0,0,76.2
Apr,18,Tuesday,0,6,1,15.7,4.6,77.2
Apr,18,Tuesday,1,3,1.2,0,0,76.5
Apr,18,Tuesday,2,3,1.2,0,0,52
Apr,18,Tuesday,3,3,1.3,0,0,52
Apr,18,Tuesday,4,2,1.4,0,0,52
Apr,18,Tuesday,5,0.5,1.5,0,0,93.8
Apr,18,Tuesday,6,0,442.5,0,0,310.5
Apr,18,Tuesday,7,0,383.7,0,0,488
Apr,18,Tuesday,8,4.9,282.5,76.9,22.4,1021.5
Apr,18,Tuesday,9,7,260,107.6,32,1048.1
Apr,18,Tuesday,10,10,227.1,147.6,45.1,1061.2
Apr,18,Tuesday,11,10.8,208.8,179.2,55.2,1071.3
Apr,18,Tuesday,12,12,209.9,194.4,60.5,1921.8
Apr,18,Tuesday,13,14,79.4,254.2,80.1,1295.1
Apr,18,Tuesday,14,13.4,38.5,285.5,89.2,1105.3
Apr,18,Tuesday,15,14,37.3,298.2,93.4,1416.1
Apr,18,Tuesday,16,14,34,298.7,93.6,1109.7
Apr,18,Tuesday,17,14.6,74.1,182.5,58.1,742.1
Apr,18,Tuesday,18,14,201,121.5,38.5,540.8
Apr,18,Tuesday,19,13,212.5,97.9,30.7,535.1
Apr,18,Tuesday,20,11.1,251.4,72.2,22.3,438.4
Apr,18,Tuesday,21,9,289.3,51.9,15.7,413.3
Apr,18,Tuesday,22,9,0,46.9,14.2,126.6
Apr,18,Tuesday,23,7.7,0,35,10.5,83.9
Apr,19,Wednesday,0,6,0.1,25.6,7.6,80.5
Apr,19,Wednesday,1,6,0.1,22.2,6.5,79.4
Apr,19,Wednesday,2,5.4,0.1,0,0,80.6
Apr,19,Wednesday,3,7,0.1,18.6,5.5,78.2
Apr,19,Wednesday,4,7,0.1,15.7,4.7,77.2
Apr,19,Wednesday,5,7.4,0.1,18.9,5.6,120.2
Apr,19,Wednesday,6,8,303.2,16.5,4.9,312.1
Apr,19,Wednesday,7,7,317.2,31.6,9.4,494
Apr,19,Wednesday,8,8.5,84.9,134.9,40.7,1039.8
Apr,19,Wednesday,9,10,64.8,186.6,57,1073.1
Apr,19,Wednesday,10,10,47.2,207.9,63.5,1079.7
Apr,19,Wednesday,11,11.7,44.6,267.5,82.7,1098.8
Apr,19,Wednesday,12,12,36.4,266.9,82.7,1944
Apr,19,Wednesday,13,12,40.1,349.2,106.4,1321.4
Apr,19,Wednesday,14,13,30.2,394.4,116.7,1132.9
Apr,19,Wednesday,15,14,23.7,417.5,122.3,1445
Apr,19,Wednesday,16,14,23.8,421,123.1,1139.2
Apr,19,Wednesday,17,14,23.5,232.7,73.5,757.5
Apr,19,Wednesday,18,13,56,136.9,43,545.3
Apr,19,Wednesday,19,12,68.7,112.2,34.9,539.2
Apr,19,Wednesday,20,11,108.6,79.8,24.6,440.8
Apr,19,Wednesday,21,10,128.8,62.4,19.1,416.7
Apr,19,Wednesday,22,9,0,55.7,16.9,129.7
Apr,19,Wednesday,23,7.3,0,40.8,12.2,85.8
Apr,20,Thursday,0,6,0.1,31,9.1,82.4
Apr,20,Thursday,1,4,0.1,0,0,78.4
Apr,20,Thursday,2,3.2,0.1,0,0,77
Apr,20,Thursday,3,3,0.2,0,0,76.7
Apr,20,Thursday,4,3,0.2,0,0,76.7
Apr,20,Thursday,5,2.3,0.2,0,0,118.3
Apr,20,Thursday,6,2,356.9,0,0,311.1
Apr,20,Thursday,7,4,309,0,0,490.8
Apr,20,Thursday,8,6.7,95.1,143.6,42.6,1041.7
Apr,20,Thursday,9,10,60.3,216.3,66.1,1082.2
Apr,20,Thursday,10,13,33.8,296.2,92.2,1108.3
Apr,20,Thursday,11,14,22.6,348.6,107.5,1123.6
Apr,20,Thursday,12,15,19.2,339.5,106.2,1967.5
Apr,20,Thursday,13,16,12,447.7,130.1,1345.1
Apr,20,Thursday,14,17,5.4,479.3,139.3,1155.4
Apr,20,Thursday,15,17,4.8,493.2,143.1,1465.7
Apr,20,Thursday,16,18,0,881.3,228.6,1241.3
Apr,20,Thursday,17,18,0,638.7,183.6,864.2
Apr,20,Thursday,18,17,15.1,180,58.5,560.8
Apr,20,Thursday,19,17,17.9,150.8,49,553.3
Apr,20,Thursday,20,14.2,41.8,102.8,32.6,448.8
Apr,20,Thursday,21,12,89.8,76.3,23.8,421.4
Apr,20,Thursday,22,11,0,70.2,21.6,135.1
Apr,20,Thursday,23,11.2,0,62.6,19.3,90.6
Apr,21,Friday,0,10.6,0,55.6,17.1,88
Apr,21,Friday,1,10,0,48.9,15,89
Apr,21,Friday,2,9.4,0,41.7,12.7,86.4
Apr,21,Friday,3,9,0.1,35.5,10.8,84.2
Apr,21,Friday,4,9,0.1,31.1,9.4,82.6
Apr,21,Friday,5,8.1,0.1,32,9.6,124.8
Apr,21,Friday,6,7,176.1,19.6,5.8,313
Apr,21,Friday,7,7.7,154.3,39.7,11.9,496.4
Apr,21,Friday,8,8.4,67.1,208.9,62.9,1062
Apr,21,Friday,9,11,50.4,288.6,88.7,1104.8
Apr,21,Friday,10,14,22.9,361.7,110.3,1126.4
Apr,21,Friday,11,16.5,9.5,425.4,125.6,1141.7
Apr,21,Friday,12,18,0,788.2,204.4,2062.4
Apr,21,Friday,13,20,0,926.5,242,1453.7
Apr,21,Friday,14,20.1,0,953.1,249.3,1262.1
Apr,21,Friday,15,21,0,981,257.5,1576.9
Apr,21,Friday,16,21,0,970.2,254.5,1267.4
Apr,21,Friday,17,20.8,0,749.2,201.3,882
Apr,21,Friday,18,20,0,597.6,173.4,672.5
Apr,21,Friday,19,20,0,567.9,165.3,666.3
Apr,21,Friday,20,17.6,16.9,148.6,48.5,464.7
Apr,21,Friday,21,15,52,100.6,32.1,429.7
Apr,21,Friday,22,13,0,90.3,28.4,142.6
Apr,21,Friday,23,10.8,0,71.7,22.1,93.7
Apr,22,Saturday,0,10,0,63.2,19.3,90.6
Apr,22,Saturday,1,8,0,50.3,15.1,89.2
Apr,22,Saturday,2,8.3,0,46,13.8,87.7
Apr,22,Saturday,3,8,0.1,40.1,12,85.7
Apr,22,Saturday,4,8,0.1,34.6,10.4,83.8
Apr,22,Saturday,5,5.5,0.1,0,0,81.9
Apr,22,Saturday,6,5,189.8,0,0,314.3
Apr,22,Saturday,7,6,202.2,18.8,5.6,313
Apr,22,Saturday,8,9.6,110.6,57.7,17.6,500.2
Apr,22,Saturday,9,12,88.1,94.9,29.5,524.7
Apr,22,Saturday,10,13,66.5,121.8,38.2,546.8
Apr,22,Saturday,11,15.2,68.6,153.5,49.1,557.7
Apr,22,Saturday,12,17,87.5,155.2,50.4,1362.3
Apr,22,Saturday,13,19,0,457.1,134.5,713
Apr,22,Saturday,14,19.8,0,482.3,141.8,521.5
Apr,22,Saturday,15,20,0,499.8,146.7,832.9
Apr,22,Saturday,16,21,0,485.8,143.5,523.2
Apr,22,Saturday,17,20.8,0,413.1,125.5,424.2
Apr,22,Saturday,18,20,0,155.4,51.7,145
Apr,22,Saturday,19,17,0,122.7,39.8,124.8
Apr,22,Saturday,20,15.4,0,108,34.6,118.9
Apr,22,Saturday,21,15,0,96.9,30.9,105.9
Apr,22,Saturday,22,15,0,90.2,28.8,101.2
Apr,22,Saturday,23,13.4,0,77.2,24.3,96.2
Apr,23,Sunday,0,12,0,65.1,20.2,94.9
Apr,23,Sunday,1,10,0.1,52.3,16,90.1
Apr,23,Sunday,2,9.8,0.1,46.1,14.1,88
Apr,23,Sunday,3,9,0.1,37.4,11.3,84.8
Apr,23,Sunday,4,8,0.1,28.2,8.5,81.6
Apr,23,Sunday,5,8.1,0.1,24.5,7.4,80.3
Apr,23,Sunday,6,8,0.1,24.5,7.4,80.3
Apr,23,Sunday,7,8,0.1,30.2,9.1,80.3
Apr,23,Sunday,8,9.4,0.1,54.8,16.7,90
Apr,23,Sunday,9,11,0.1,89.1,27.5,101.5
Apr,23,Sunday,10,14,0.1,133.1,42.1,131.4
Apr,23,Sunday,11,15.8,0.1,164.3,52.8,143.4
Apr,23,Sunday,12,17,0,194.9,63.3,1093
Apr,23,Sunday,13,17,0,176.7,57.4,356.3
Apr,23,Sunday,14,17.5,0,222.9,72.7,174.7
Apr,23,Sunday,15,18,0,241.3,78.6,487.9
Apr,23,Sunday,16,17,0,226.9,73.6,175.8
Apr,23,Sunday,17,16.6,0.1,197.2,63.9,158.6
Apr,23,Sunday,18,16,0.1,159.9,51.5,135
Apr,23,Sunday,19,13,0.1,113.6,35.7,112.5
Apr,23,Sunday,20,11.3,0.1,90.8,28.1,103.9
Apr,23,Sunday,21,11,0.1,78.9,24.3,99.6
Apr,23,Sunday,22,11,0.1,69.5,21.4,96.3
Apr,23,Sunday,23,10.4,0.1,58.8,18,92.5
Apr,24,Monday,0,10,0.1,50,15.3,89.3
Apr,24,Monday,1,9.2,0.2,40.2,12.2,85.8
Apr,24,Monday,2,8.4,0.2,29.9,9,82.2
Apr,24,Monday,3,7,0.2,19.4,5.8,78.5
Apr,24,Monday,4,7,0.2,14.5,4.3,76.8
Apr,24,Monday,5,6.5,0.2,14.9,4.4,118.8
Apr,24,Monday,6,6,306,14.7,4.3,311.5
Apr,24,Monday,7,5,288.5,0,0,491.5
Apr,24,Monday,8,5.2,99.2,111.5,32.6,1031.7
Apr,24,Monday,9,5,109.7,122.6,35.8,1051.9
Apr,24,Monday,10,5,95.6,125.5,36.6,1052.7
Apr,24,Monday,11,5,94.4,130.9,38.2,1054.3
Apr,24,Monday,12,4,119.4,96.1,27.8,1889.1
Apr,24,Monday,13,3,101.6,124.8,35.8,1250.8
Apr,24,Monday,14,3.1,104.3,128.5,36.9,1053
Apr,24,Monday,15,3,102.7,121.3,34.8,1357.4
Apr,24,Monday,16,3,101.1,122.8,35.2,1051.3
Apr,24,Monday,17,3.6,127.2,0,0,690.4
Apr,24,Monday,18,4,200.5,0,0,507.5
Apr,24,Monday,19,4,213.5,0,0,509.5
Apr,24,Monday,20,3.2,333.3,0,0,420.6
Apr,24,Monday,21,3,380.2,0,0,401.9
Apr,24,Monday,22,3,0.1,0,0,118.6
Apr,24,Monday,23,2.6,0.1,0,0,76.5
Apr,25,Tuesday,0,3,0.1,0,0,76.6
Apr,25,Tuesday,1,2,0.3,0,0,76.2
Apr,25,Tuesday,2,1.5,1.6,0,0,76.1
Apr,25,Tuesday,3,1,3.3,0,0,76
Apr,25,Tuesday,4,1,3.9,0,0,76
