Month,Day,Week day,Hour,Dry-Bulb Temp (°C),Heating Load (kW),Chiller Output (kW),Chiller Input (kW),Total Building Electric [kW],Precool Coil Load (kW),Preheat Coil Load (kW),Terminal Cooling Coil Load (kW),Terminal Heating Coil Load (kW),Ventilation Fan (kW),Exhaust Fan (kW),Terminal Fan (kW),Vent. Reclaim Device (kW),Lighting (kW),Electric Equipment (kW)
Mar,10,Friday,9,4.3,122.8,104.8,30.4,1046.5,0,77.5,91.7,45.3,60.5,54.1,72.8,0.5,277.7,495.6
Mar,10,Friday,10,6.5,87.2,145.8,43.2,1059.3,0,64.2,132.6,22.9,60.5,54.1,72.8,0.5,277.7,495.6
Mar,10,Friday,11,8.7,71.8,201.8,61,1077.1,0,50.9,188.5,20.8,60.5,54.1,72.8,0.5,277.7,495.6
Mar,10,Friday,12,10.9,56.1,214.7,66.2,1927.5,0,38,201.5,18,60.5,54.1,72.8,0.5,247.9,442.5
Mar,10,Friday,13,11.1,45.2,306.3,94.1,1309.1,0,36.7,293.2,8.6,60.5,54.1,72.8,0.5,277.7,495.6
Mar,10,Friday,14,11.3,38.7,330.8,101.6,1117.8,0,35.7,317.8,3.1,60.5,54.1,72.8,0.5,277.7,495.6
Mar,10,Friday,15,11.5,45.3,305.3,94.1,1416.7,0,34.4,292.1,11,60.5,54.1,72.8,0.5,277.7,495.6
Mar,10,Friday,16,9.8,50.9,260.7,79.5,1095.6,0,44.6,247.5,6.3,60.5,54.1,72.8,0.5,277.7,495.6
Mar,10,Friday,17,8.1,63.2,109.8,33,717,0,54.6,96.5,8.6,60.5,54.1,72.8,0.3,158.8,283.3
Mar,10,Friday,18,6.4,125.3,65.1,19.2,521.6,0,64.9,51.8,60.5,60.5,54.1,72.8,0.2,95.9,171.2
Mar,10,Friday,19,5.4,153.6,54.6,16,520.3,0,70.8,41.4,82.9,60.5,54.1,72.8,0.2,95.9,171.2
Mar,10,Friday,20,4.5,233.8,0,0,424.3,0,76.1,23.9,157.6,60.5,54.1,72.8,0.1,65.1,116
Mar,10,Friday,21,3.5,228.5,0,0,403.6,0,82.1,14.9,146.3,60.5,54.1,72.8,0.1,61.8,110
Mar,10,Friday,22,3.5,0.1,0,0,120.2,0,0,9.8,0.1,0,0,0.4,0.1,30.3,54
Mar,10,Friday,23,3.5,0.1,0,0,77.5,0,0,4.7,0.1,0,0,0.1,0,15.3,27.6
Mar,11,Saturday,0,3.5,0.1,0,0,77.3,0,0,3,0.1,0,0,0.1,0,15.3,27.6
Mar,11,Saturday,1,3.3,0.2,0,0,76.9,0,0,1.7,0.2,0,0,0.1,0,15.3,27.6
Mar,11,Saturday,2,3.1,0.3,0,0,76.7,0,0,1.1,0.3,0,0,0,0,15.3,27.6
Mar,11,Saturday,3,2.9,0.3,0,0,76.6,0,0,1,0.3,0,0,0,0,15.3,27.6
Mar,11,Saturday,4,2.8,0.4,0,0,76.5,0,0,0.9,0.4,0,0,0,0,15.3,27.6
Mar,11,Saturday,5,2.6,0.4,0,0,76.5,0,0,0.8,0.4,0,0,0,0,15.3,27.6
Mar,11,Saturday,6,2.5,360.7,0,0,311.3,0,91.3,2.2,269.4,60.5,54.1,72.8,0.1,30.3,54
Mar,11,Saturday,7,3.8,342.2,0,0,312.7,0,80.5,5.9,261.9,60.5,54.1,72.8,0.1,30.9,55
Mar,11,Saturday,8,5,300.9,45.6,13.3,496,0,73.2,32.5,227.7,60.5,54.1,72.8,0.2,92.6,165.1
Mar,11,Saturday,9,6.3,255.5,76.4,22.6,517.8,0,65.5,63.1,189.9,60.5,54.1,72.8,0.2,95.9,171.2
Mar,11,Saturday,10,6.6,272.3,73.9,21.9,530.5,0,63.5,60.7,208.8,60.5,54.1,72.8,0.2,99.2,177.2
Mar,11,Saturday,11,7,245.9,70,20.8,529.4,0,61.2,56.7,184.7,60.5,54.1,72.8,0.2,99.2,177.2
Mar,11,Saturday,12,7.3,328.9,33.5,10,1321.9,0,59.6,20.3,269.5,60.5,54.1,72.8,0.2,54.5,97.7
Mar,11,Saturday,13,6.3,338,25.2,7.4,589.3,0,65.5,12,272.4,60.5,54.1,72.8,0.2,54.5,97.7
Mar,11,Saturday,14,5.4,346.9,0,0,392,0,70.8,11.1,276.2,60.5,54.1,72.8,0.2,54.5,97.7
Mar,11,Saturday,15,4.4,358.4,0,0,695.4,0,76.8,5.3,281.5,60.5,54.1,72.8,0.2,54.5,97.7
Mar,11,Saturday,16,3.2,365.5,0,0,387.4,0,83.8,2.2,281.7,60.5,54.1,72.8,0.2,54.5,97.7
Mar,11,Saturday,17,1.9,389.6,0,0,305.8,0,100,0.7,289.6,60.5,54.1,72.8,0.1,24.6,44.6
Mar,11,Saturday,18,0.7,0.1,0,0,94,0,0,0.5,0.1,0,0,0,0.1,20.2,36.5
Mar,11,Saturday,19,0.5,0.2,0,0,63.1,0,0,0,0.2,0,0,0,0.1,18,32.5
Mar,11,Saturday,20,0.3,0.4,0,0,63.1,0,0,0,0.3,0,0,0,0.1,18,32.5
Mar,11,Saturday,21,0.1,0.4,0,0,54.2,0,0,0,0.5,0,0,0,0,15.8,28.5
Mar,11,Saturday,22,0.6,0.5,0,0,52,0,0,0,0.5,0,0,0,0,15.3,27.6
Mar,11,Saturday,23,1,0.6,0,0,52,0,0,0,0.5,0,0,0,0,15.3,27.6
Mar,12,Sunday,0,1.5,0.6,0,0,52,0,0,0,0.6,0,0,0,0,15.3,27.6
Mar,12,Sunday,1,1.2,0.7,0,0,52,0,0,0,0.7,0,0,0,0,15.3,27.6
Mar,12,Sunday,2,0.8,1.5,0,0,52,0,0,0,1.5,0,0,0,0,15.3,27.6
Mar,12,Sunday,3,0.5,1.8,0,0,52,0,0,0,1.8,0,0,0,0,15.3,27.6
Mar,12,Sunday,4,0.6,2.6,0,0,52,0,0,0,2.7,0,0,0,0,15.3,27.6
Mar,12,Sunday,5,0.8,4.2,0,0,52,0,0,0,4.2,0,0,0,0,15.3,27.6
Mar,12,Sunday,6,0.9,6,0,0,52,0,0,0,6,0,0,0,0,15.3,27.6
Mar,12,Sunday,7,1.9,2.5,0,0,50,0,0,0,2.4,0,0,0,0,15.3,27.6
Mar,12,Sunday,8,2.8,1.1,0,0,51.1,0,0,0,1,0,0,0,0,15.8,28.5
Mar,12,Sunday,9,3.8,0.9,0,0,50.2,0,0,0,0.9,0,0,0,0,15.8,28.5
Mar,12,Sunday,10,4.6,0.8,0,0,63.6,0,0,0,0.9,0,0,0,0.1,19.1,34.5
Mar,12,Sunday,11,5.4,0.7,0,0,91.1,0,0,0.1,0.6,0,0,0,0.1,19.1,34.5
Mar,12,Sunday,12,6.2,0.7,14.7,4.3,1026.3,0,0,1.5,0.6,0,0,0.1,0.1,21.3,38.6
Mar,12,Sunday,13,6.4,0.7,14.3,4.2,296.2,0,0,1.2,0.6,0,0,0,0.1,21.3,38.6
Mar,12,Sunday,14,6.7,0.7,14,4.2,97.2,0,0,0.9,0.7,0,0,0,0.1,21.3,38.6
Mar,12,Sunday,15,6.9,0.8,13.8,4.1,403.7,0,0,0.6,0.8,0,0,0,0.1,21.3,38.6
Mar,12,Sunday,16,6,1,13.5,4,97,0,0,0.4,0.9,0,0,0,0.1,21.3,38.6
Mar,12,Sunday,17,5,1.1,0,0,66.4,0,0,0,1.2,0,0,0,0.1,19.1,34.5
Mar,12,Sunday,18,4.1,1.7,0,0,56.7,0,0,0,1.7,0,0,0,0,16.9,30.5
Mar,12,Sunday,19,4.3,1.8,0,0,52,0,0,0,1.8,0,0,0,0,15.3,27.6
Mar,12,Sunday,20,4.6,1.9,0,0,52,0,0,0,1.8,0,0,0,0,15.3,27.6
Mar,12,Sunday,21,4.8,1.9,0,0,52,0,0,0,1.9,0,0,0,0,15.3,27.6
Mar,12,Sunday,22,5,2,0,0,52,0,0,0,1.9,0,0,0,0,15.3,27.6
Mar,12,Sunday,23,5.1,2,0,0,52,0,0,0,2,0,0,0,0,15.3,27.6
Mar,13,Monday,0,5.3,3.4,0,0,52,0,0,0,3.4,0,0,0,0,15.3,27.6
Mar,13,Monday,1,5.3,11.5,0,0,52.1,0,0,0,11.6,0,0,0.1,0,15.3,27.6
Mar,13,Monday,2,5.2,19.7,0,0,52.2,0,0,0,19.8,0,0,0.2,0,15.3,27.6
Mar,13,Monday,3,5.2,27.6,0,0,52.4,0,0,0,27.6,0,0,0.4,0,15.3,27.6
Mar,13,Monday,4,5.4,32.7,0,0,52.4,0,0,0,32.8,0,0,0.4,0,15.3,27.6
Mar,13,Monday,5,5.5,29.5,0,0,122.2,0,0,0.2,29.5,0,0,0.4,0.1,30.3,54
Mar,13,Monday,6,5.7,382.9,0,0,315.8,0,79.1,0.2,303.7,60.5,54.1,72.8,0.1,30.3,54
Mar,13,Monday,7,6.1,324.2,13.9,4.1,488.7,0,68.6,0.8,255.5,60.5,54.1,72.8,0.2,91.5,163.1
Mar,13,Monday,8,6.6,306.1,18.5,5.5,1004.6,0,63.5,5.3,242.6,60.5,54.1,72.8,0.5,273.3,487.6
Mar,13,Monday,9,7,320.9,18.8,5.6,1021.7,0,61.2,5.6,259.7,60.5,54.1,72.8,0.5,277.7,495.6
Mar,13,Monday,10,6,318.3,19.1,5.6,1021.7,0,67.2,5.9,251.2,60.5,54.1,72.8,0.5,277.7,495.6
Mar,13,Monday,11,5,217.1,0,0,1023.2,0,73.2,6.2,144,60.5,54.1,72.8,0.5,277.7,495.6
Mar,13,Monday,12,4,211.2,0,0,1866.8,0,79.1,5.7,132.3,60.5,54.1,72.8,0.5,247.9,442.5
Mar,13,Monday,13,4,197.7,0,0,1220.8,0,79.1,8.4,118.5,60.5,54.1,72.8,0.5,277.7,495.6
Mar,13,Monday,14,4,199.7,0,0,1022.2,0,79.1,11,120.7,60.5,54.1,72.8,0.5,277.7,495.6
Mar,13,Monday,15,4,196.5,0,0,1328.8,0,79.1,11,117.6,60.5,54.1,72.8,0.5,277.7,495.6
Mar,13,Monday,16,4,185.8,0,0,1022.2,0,79.1,10.6,106.7,60.5,54.1,72.8,0.5,277.7,495.6
Mar,13,Monday,17,3.9,321.2,0,0,689.2,0,79.8,4.4,241.3,60.5,54.1,72.8,0.3,158.8,283.3
Mar,13,Monday,18,3.9,411.1,0,0,507.4,0,79.8,2.9,331.4,60.5,54.1,72.8,0.2,95.9,171.2
Mar,13,Monday,19,3.5,410.4,0,0,509,0,82.1,2.7,328.2,60.5,54.1,72.8,0.2,95.9,171.2
Mar,13,Monday,20,3.2,409.6,0,0,420.6,0,85.4,2.3,324.3,60.5,54.1,72.8,0.1,65.1,116
Mar,13,Monday,21,2.8,417.3,0,0,401.8,0,92.8,1.9,324.5,60.5,54.1,72.8,0.1,61.8,110
Mar,13,Monday,22,2.7,4,0,0,118.4,0,0,0.9,4,0,0,0.1,0.1,30.3,54
Mar,13,Monday,23,2.6,5.6,0,0,76.5,0,0,0.6,5.6,0,0,0.1,0,15.3,27.6
Mar,14,Tuesday,0,2.5,6.3,0,0,76.5,0,0,0.6,6.3,0,0,0.1,0,15.3,27.6
Mar,14,Tuesday,1,2,7.8,0,0,76.3,0,0,0.5,7.8,0,0,0.1,0,15.3,27.6
Mar,14,Tuesday,2,1.5,8.9,0,0,76.2,0,0,0.5,8.9,0,0,0.1,0,15.3,27.6
Mar,14,Tuesday,3,1,11,0,0,76.1,0,0,0.5,11,0,0,0.1,0,15.3,27.6
Mar,14,Tuesday,4,0.9,13.2,0,0,76.1,0,0,0.4,13.2,0,0,0.1,0,15.3,27.6
Mar,14,Tuesday,5,0.7,14.3,0,0,118,0,0,0.6,14.3,0,0,0.1,0.1,30.3,54
Mar,14,Tuesday,6,0.6,483.9,0,0,310.6,0,179,0.5,305,60.5,54.1,72.8,0.1,30.3,54
Mar,14,Tuesday,7,1.1,420.8,0,0,488.2,0,151.7,1.9,269.2,60.5,54.1,72.8,0.2,91.5,163.1
Mar,14,Tuesday,8,1.6,233.9,0,0,1003.2,0,102.7,6.6,131.4,60.5,54.1,72.8,0.5,273.3,487.6
Mar,14,Tuesday,9,2.1,214.3,0,0,1020.5,0,92.2,7.1,122.1,60.5,54.1,72.8,0.5,277.7,495.6
Mar,14,Tuesday,10,2.1,187,0,0,1020.6,0,90.7,8.8,96.3,60.5,54.1,72.8,0.5,277.7,495.6
Mar,14,Tuesday,11,2.2,179.6,0,0,1021.2,0,89.9,15.1,89.6,60.5,54.1,72.8,0.5,277.7,495.6
Mar,14,Tuesday,12,2.2,199.8,0,0,1865.8,0,89.9,7.8,109.7,60.5,54.1,72.8,0.5,247.9,442.5
Mar,14,Tuesday,13,2.2,131.9,0,0,1220.5,0,89.8,20.4,41.9,60.5,54.1,72.8,0.5,277.7,495.6
Mar,14,Tuesday,14,2.2,157.2,0,0,1021.7,0,89.8,21.5,67.3,60.5,54.1,72.8,0.5,277.7,495.6
Mar,14,Tuesday,15,2.2,130.7,0,0,1328.9,0,89.8,31.4,40.6,60.5,54.1,72.8,0.5,277.7,495.6
Mar,14,Tuesday,16,1.4,157.8,0,0,1021.7,0,95,28.9,63,60.5,54.1,72.8,0.5,277.7,495.6
Mar,14,Tuesday,17,0.6,240,0,0,687.8,0,112.6,4.9,127.5,60.5,54.1,72.8,0.3,158.8,283.3
Mar,14,Tuesday,18,-0.2,352.5,0,0,505.9,0,138.1,3.5,214.4,60.5,54.1,72.8,0.2,95.9,171.2
Mar,14,Tuesday,19,-0.7,375.8,0,0,507.7,0,151.8,3.4,224.3,60.5,54.1,72.8,0.2,95.9,171.2
Mar,14,Tuesday,20,-1.2,493.5,0,0,419.4,0,171.1,2.4,322.4,60.5,54.1,72.8,0.1,65.1,116
Mar,14,Tuesday,21,-1.7,528.4,0,0,400.8,0,187.8,2.1,340.5,60.5,54.1,72.8,0.1,61.8,110
Mar,14,Tuesday,22,-1.7,4.1,0,0,117.6,0,0,1.2,4.2,0,0,0.2,0.1,30.3,54
Mar,14,Tuesday,23,-1.7,5.9,0,0,75.7,0,0,0.7,5.9,0,0,0.1,0,15.3,27.6
Mar,15,Wednesday,0,-1.7,6.7,0,0,75.7,0,0,0.6,6.8,0,0,0.1,0,15.3,27.6
Mar,15,Wednesday,1,-2.1,7.7,0,0,75.7,0,0,0.6,7.7,0,0,0.1,0,15.3,27.6
Mar,15,Wednesday,2,-2.6,9.6,0,0,75.7,0,0,0.6,9.6,0,0,0.1,0,15.3,27.6
Mar,15,Wednesday,3,-3,11.9,0,0,75.7,0,0,0.5,11.8,0,0,0.1,0,15.3,27.6
Mar,15,Wednesday,4,-2.4,13.7,0,0,75.7,0,0,0.5,13.7,0,0,0.1,0,15.3,27.6
Mar,15,Wednesday,5,-1.9,14.5,0,0,117.7,0,0,0.6,14.5,0,0,0.1,0.1,30.3,54
Mar,15,Wednesday,6,-1.3,510.9,0,0,310.4,0,223.1,1,287.9,60.5,54.1,72.8,0.1,30.3,54
Mar,15,Wednesday,7,-1,477.5,0,0,487.8,0,202.8,2.1,274.6,60.5,54.1,72.8,0.2,91.5,163.1
Mar,15,Wednesday,8,-0.6,264.8,0,0,1002.7,0,150.3,6.6,114.6,60.5,54.1,72.8,0.5,273.3,487.6
Mar,15,Wednesday,9,-0.3,263.6,0,0,1019.8,0,139.1,6.9,124.5,60.5,54.1,72.8,0.5,277.7,495.6
Mar,15,Wednesday,10,-0.1,223.8,0,0,1019.9,0,132.6,7.2,91.2,60.5,54.1,72.8,0.5,277.7,495.6
Mar,15,Wednesday,11,0,219.9,0,0,1019.9,0,127.8,7.2,91.8,60.5,54.1,72.8,0.5,277.7,495.6
Mar,15,Wednesday,12,0.2,244.6,0,0,1865.1,0,123.8,6.6,120.8,60.5,54.1,72.8,0.5,247.9,442.5
Mar,15,Wednesday,13,-0.6,187.9,0,0,1218.9,0,137.3,11.7,50.6,60.5,54.1,72.8,0.5,277.7,495.6
Mar,15,Wednesday,14,-1.5,228.3,0,0,1020,0,157.9,13.5,70.5,60.5,54.1,72.8,0.5,277.7,495.6
Mar,15,Wednesday,15,-2.3,247.7,0,0,1326.5,0,178.1,16.5,69.6,60.5,54.1,72.8,0.5,277.7,495.6
Mar,15,Wednesday,16,-2.8,254.5,0,0,1019.9,0,191.9,16.6,62.5,60.5,54.1,72.8,0.5,277.7,495.6
Mar,15,Wednesday,17,-3.2,355.1,0,0,687.2,0,215.1,5,139.9,60.5,54.1,72.8,0.3,158.8,283.3
Mar,15,Wednesday,18,-3.7,451.6,0,0,505.5,0,238.9,3,212.8,60.5,54.1,72.8,0.2,95.9,171.2
Mar,15,Wednesday,19,-3.2,474.7,0,0,507.5,0,226,3.2,248.7,60.5,54.1,72.8,0.2,95.9,171.2
Mar,15,Wednesday,20,-2.7,545.1,0,0,419.3,0,216.8,2.4,328.5,60.5,54.1,72.8,0.1,65.1,116
Mar,15,Wednesday,21,-2.2,531.3,0,0,400.8,0,205.4,2.1,326,60.5,54.1,72.8,0.1,61.8,110
Mar,15,Wednesday,22,-2.9,7.3,0,0,117.5,0,0,1.2,7.3,0,0,0.2,0.1,30.3,54
Mar,15,Wednesday,23,-3.5,10.5,0,0,75.6,0,0,0.7,10.4,0,0,0.1,0,15.3,27.6
Mar,16,Thursday,0,-4.2,12.3,0,0,75.6,0,0,0.6,12.4,0,0,0.1,0,15.3,27.6
Mar,16,Thursday,1,-5.1,15.4,0,0,75.6,0,0,0.6,15.4,0,0,0.2,0,15.3,27.6
Mar,16,Thursday,2,-6.1,18.7,0,0,75.6,0,0,0.5,18.6,0,0,0.3,0,15.3,27.6
Mar,16,Thursday,3,-7,23.7,0,0,75.6,0,0,0.5,23.7,0,0,0.3,0,15.3,27.6
Mar,16,Thursday,4,-7.1,27.6,0,0,75.7,0,0,0.4,27.5,0,0,0.4,0,15.3,27.6
Mar,16,Thursday,5,-7.2,29.2,0,0,117.6,0,0,0.6,29.2,0,0,0.4,0.1,30.3,54
Mar,16,Thursday,6,-7.3,708.1,0,0,310,0,403.9,0.4,304.3,60.5,54.1,72.8,0.1,30.3,54
Mar,16,Thursday,7,-5.2,602,0,0,487.5,0,331.8,1.9,270.1,60.5,54.1,72.8,0.2,91.5,163.1
Mar,16,Thursday,8,-3,372.7,0,0,1002.4,0,224.3,6.5,148.2,60.5,54.1,72.8,0.5,273.3,487.6
Mar,16,Thursday,9,-0.9,281,0,0,1019.7,0,156.3,6.9,124.7,60.5,54.1,72.8,0.5,277.7,495.6
Mar,16,Thursday,10,-0.2,254.9,0,0,1019.8,0,137,7.2,118.1,60.5,54.1,72.8,0.5,277.7,495.6
Mar,16,Thursday,11,0.6,199.8,0,0,1020,0,113.1,7.3,86.9,60.5,54.1,72.8,0.5,277.7,495.6
Mar,16,Thursday,12,1.3,210.8,0,0,1865.4,0,97.5,6.8,113.2,60.5,54.1,72.8,0.5,247.9,442.5
Mar,16,Thursday,13,1.6,160.8,0,0,1219.6,0,93.7,11.8,67.2,60.5,54.1,72.8,0.5,277.7,495.6
Mar,16,Thursday,14,1.8,155.6,0,0,1021.1,0,92.6,17.5,62.9,60.5,54.1,72.8,0.5,277.7,495.6
Mar,16,Thursday,15,2.1,135.9,0,0,1328.4,0,90.6,25,45.3,60.5,54.1,72.8,0.5,277.7,495.6
Mar,16,Thursday,16,1.5,152.6,0,0,1021.7,0,94.4,27.5,58.2,60.5,54.1,72.8,0.5,277.7,495.6
Mar,16,Thursday,17,0.9,249.9,0,0,687.8,0,106.4,5.2,143.4,60.5,54.1,72.8,0.3,158.8,283.3
Mar,16,Thursday,18,0.3,369.9,0,0,506,0,127.3,3.6,242.5,60.5,54.1,72.8,0.2,95.9,171.2
Mar,16,Thursday,19,0.4,340.9,0,0,507.9,0,125.1,3.3,215.9,60.5,54.1,72.8,0.2,95.9,171.2
Mar,16,Thursday,20,0.4,355.8,0,0,419.7,0,128.7,2.5,227.2,60.5,54.1,72.8,0.1,65.1,116
Mar,16,Thursday,21,0.5,360.3,0,0,401.2,0,128.3,2.7,232.2,60.5,54.1,72.8,0.1,61.8,110
Mar,16,Thursday,22,-0.4,4.5,0,0,117.8,0,0,1.3,4.5,0,0,0.2,0.1,30.3,54
Mar,16,Thursday,23,-1.2,6.7,0,0,75.8,0,0,0.9,6.7,0,0,0.1,0,15.3,27.6
Mar,17,Friday,0,-2.1,8,0,0,75.7,0,0,0.7,8,0,0,0.1,0,15.3,27.6
Mar,17,Friday,1,-2.3,10.4,0,0,75.7,0,0,0.6,10.4,0,0,0.1,0,15.3,27.6
Mar,17,Friday,2,-2.5,11.8,0,0,75.7,0,0,0.6,11.8,0,0,0.1,0,15.3,27.6
Mar,17,Friday,3,-2.7,13.6,0,0,75.7,0,0,0.6,13.6,0,0,0.1,0,15.3,27.6
Mar,17,Friday,4,-3,15.7,0,0,75.7,0,0,0.5,15.7,0,0,0.2,0,15.3,27.6
Mar,17,Friday,5,-3.4,17.2,0,0,117.6,0,0,0.7,17.1,0,0,0.3,0.1,30.3,54
Mar,17,Friday,6,-3.7,576.3,0,0,310.2,0,292.9,1,283.2,60.5,54.1,72.8,0.1,30.3,54
Mar,17,Friday,7,-2.2,502.2,0,0,487.8,0,234.2,2.7,268.1,60.5,54.1,72.8,0.2,91.5,163.1
Mar,17,Friday,8,-0.6,257.9,0,0,1002.7,0,148.5,7.2,109.4,60.5,54.1,72.8,0.5,273.3,487.6
Mar,17,Friday,9,0.9,222.1,0,0,1020.3,0,107,10,115,60.5,54.1,72.8,0.5,277.7,495.6
Mar,17,Friday,10,1.8,172.1,0,0,1021.6,0,92.6,24,79.4,60.5,54.1,72.8,0.5,277.7,495.6
Mar,17,Friday,11,2.7,155.2,0,0,1023.6,0,86.8,45.7,68.4,60.5,54.1,72.8,0.5,277.7,495.6
Mar,17,Friday,12,3.6,134.9,0,0,1869.8,0,81.5,48.5,53.5,60.5,54.1,72.8,0.5,247.9,442.5
Mar,17,Friday,13,3.9,102.3,95.4,27.6,1242.6,0,79.8,82.2,22.6,60.5,54.1,72.8,0.5,277.7,495.6
Mar,17,Friday,14,4.3,89.7,114.8,33.3,1049.4,0,77.5,101.6,12.1,60.5,54.1,72.8,0.5,277.7,495.6
Mar,17,Friday,15,4.6,91.5,119.2,34.7,1357.3,0,75.5,106.1,16,60.5,54.1,72.8,0.5,277.7,495.6
Mar,17,Friday,16,3.4,99,104.5,30.1,1046.2,0,82.8,91.5,16.2,60.5,54.1,72.8,0.5,277.7,495.6
Mar,17,Friday,17,2.3,151.8,0,0,688.9,0,89.5,12.3,62.1,60.5,54.1,72.8,0.3,158.8,283.3
Mar,17,Friday,18,1.1,258.3,0,0,506.2,0,100.7,4.1,157.7,60.5,54.1,72.8,0.2,95.9,171.2
Mar,17,Friday,19,0.7,279.7,0,0,508,0,110,3.8,169.7,60.5,54.1,72.8,0.2,95.9,171.2
Mar,17,Friday,20,0.3,315.6,0,0,419.7,0,123.6,2.8,192,60.5,54.1,72.8,0.1,65.1,116
Mar,17,Friday,21,-0.1,324.8,0,0,401.1,0,134.3,2.6,190.4,60.5,54.1,72.8,0.1,61.8,110
Mar,17,Friday,22,-0.4,0.3,0,0,117.7,0,0,1.5,0.3,0,0,0.1,0.1,30.3,54
Mar,17,Friday,23,-0.6,0.4,0,0,75.8,0,0,1.1,0.4,0,0,0,0,15.3,27.6
Mar,18,Saturday,0,-0.9,0.5,0,0,75.7,0,0,1,0.5,0,0,0,0,15.3,27.6
Mar,18,Saturday,1,-0.7,0.6,0,0,75.8,0,0,0.9,0.6,0,0,0,0,15.3,27.6
Mar,18,Saturday,2,-0.5,0.7,0,0,75.8,0,0,0.6,0.6,0,0,0,0,15.3,27.6
Mar,18,Saturday,3,-0.3,2.3,0,0,75.8,0,0,0.6,2.3,0,0,0,0,15.3,27.6
Mar,18,Saturday,4,-0.2,3.6,0,0,75.8,0,0,0.6,3.6,0,0,0,0,15.3,27.6
Mar,18,Saturday,5,0,5.1,0,0,75.9,0,0,0.5,5.1,0,0,0.1,0,15.3,27.6
Mar,18,Saturday,6,0.1,456.9,0,0,310.6,0,167,1.1,289.7,60.5,54.1,72.8,0.1,30.3,54
Mar,18,Saturday,7,1.1,429.4,0,0,311,0,139.5,0.8,289.9,60.5,54.1,72.8,0.1,30.9,55
Mar,18,Saturday,8,2,394.5,0,0,486.6,0,105.2,2.3,289.3,60.5,54.1,72.8,0.2,92.6,165.1
Mar,18,Saturday,9,3,387.8,0,0,499.5,0,87,2.3,300.8,60.5,54.1,72.8,0.2,95.9,171.2
Mar,18,Saturday,10,3.7,387,0,0,513.4,0,80.8,2.5,306.1,60.5,54.1,72.8,0.2,99.2,177.2
Mar,18,Saturday,11,4.5,360.5,0,0,514.2,0,76.1,2.7,284.4,60.5,54.1,72.8,0.2,99.2,177.2
Mar,18,Saturday,12,5.2,389.9,0,0,1318.7,0,71.8,1.5,318.1,60.5,54.1,72.8,0.2,54.5,97.7
Mar,18,Saturday,13,5.6,347.4,0,0,590.3,0,69.5,2.2,277.8,60.5,54.1,72.8,0.2,54.5,97.7
Mar,18,Saturday,14,6,343,15.2,4.5,387.5,0,67.2,2.1,275.8,60.5,54.1,72.8,0.2,54.5,97.7
Mar,18,Saturday,15,6.4,343.2,15,4.4,694,0,64.9,1.9,278.2,60.5,54.1,72.8,0.2,54.5,97.7
Mar,18,Saturday,16,5.2,380.9,0,0,389.8,0,71.8,1.1,309.2,60.5,54.1,72.8,0.2,54.5,97.7
Mar,18,Saturday,17,4.1,393.2,0,0,306.8,0,78.5,0.2,314.8,60.5,54.1,72.8,0.1,24.6,44.6
Mar,18,Saturday,18,2.9,0.3,0,0,70,0,0,0,0.3,0,0,0,0.1,20.2,36.5
Mar,18,Saturday,19,2.2,1.4,0,0,63.1,0,0,0,1.3,0,0,0,0.1,18,32.5
Mar,18,Saturday,20,1.5,1.8,0,0,63.1,0,0,0,1.9,0,0,0,0.1,18,32.5
Mar,18,Saturday,21,0.8,3.5,0,0,54.2,0,0,0,3.5,0,0,0,0,15.8,28.5
Mar,18,Saturday,22,0.1,4.9,0,0,52,0,0,0,4.9,0,0,0.1,0,15.3,27.6
Mar,18,Saturday,23,-0.6,7.6,0,0,52.1,0,0,0,7.7,0,0,0.1,0,15.3,27.6
Mar,19,Sunday,0,-1.3,12.5,0,0,52.1,0,0,0,12.5,0,0,0.1,0,15.3,27.6
Mar,19,Sunday,1,-1.7,15.8,0,0,52.2,0,0,0,15.9,0,0,0.2,0,15.3,27.6
Mar,19,Sunday,2,-2.2,18.5,0,0,52.2,0,0,0,18.5,0,0,0.3,0,15.3,27.6
Mar,19,Sunday,3,-2.6,23.3,0,0,52.3,0,0,0,23.2,0,0,0.3,0,15.3,27.6
Mar,19,Sunday,4,-2.3,25.2,0,0,52.3,0,0,0,25.2,0,0,0.3,0,15.3,27.6
Mar,19,Sunday,5,-1.9,31.6,0,0,52.4,0,0,0,31.7,0,0,0.4,0,15.3,27.6
Mar,19,Sunday,6,-1.6,18.9,0,0,52.2,0,0,0,19,0,0,0.3,0,15.3,27.6
Mar,19,Sunday,7,0.3,6.9,0,0,50.1,0,0,0,7.1,0,0,0.1,0,15.3,27.6
Mar,19,Sunday,8,2.3,1.7,0,0,51.1,0,0,0,1.8,0,0,0,0,15.8,28.5
Mar,19,Sunday,9,4.2,1.4,0,0,75.7,0,0,0.2,1.5,0,0,0,0,15.8,28.5
Mar,19,Sunday,10,5.1,0.9,0,0,91,0,0,2.6,0.9,0,0,0.1,0.1,19.1,34.5
Mar,19,Sunday,11,5.9,0.8,22.1,6.5,91,0,0,9,0.9,0,0.1,0.2,0.1,19.1,34.5
Mar,19,Sunday,12,6.8,0.6,38.7,11.5,1034.5,0,0,25.5,0.6,0,0.1,1.1,0.1,21.3,38.6
Mar,19,Sunday,13,7,0.6,54.1,16.1,309.8,0,0,40.9,0.6,0,0.1,1.7,0.1,21.3,38.6
