Month,Day,Week day,Hour,Dry-Bulb Temp (°C),Heating Load (kW),Chiller Output (kW),Chiller Input (kW),Total Building Electric [kW],Precool Coil Load (kW),Preheat Coil Load (kW),Terminal Cooling Coil Load (kW),Terminal Heating Coil Load (kW),Ventilation Fan (kW),Exhaust Fan (kW),Terminal Fan (kW),Vent. Reclaim Device (kW),Lighting (kW),Electric Equipment (kW)
Jan,1,Sunday,0,-4.3,222.6,0,0,55.2,0,0,0,222.5,0,0,3.1,0,15.3,27.6
Jan,1,Sunday,1,-4.1,224.1,0,0,55.2,0,0,0,224.1,0,0,3.2,0,15.3,27.6
Jan,1,Sunday,2,-4,225.4,0,0,55.3,0,0,0,225.4,0,0,3.2,0,15.3,27.6
Jan,1,Sunday,3,-3.8,225.5,0,0,55.3,0,0,0,225.6,0,0,3.2,0,15.3,27.6
Jan,1,Sunday,4,-3.5,225,0,0,55.3,0,0,0,225.1,0,0,3.2,0,15.3,27.6
Jan,1,Sunday,5,-3.3,224.7,0,0,55.2,0,0,0,224.8,0,0,3.2,0,15.3,27.6
Jan,1,Sunday,6,-3,223,0,0,55.2,0,0,0,222.9,0,0,3.2,0,15.3,27.6
Jan,1,Sunday,7,-2.9,223.1,0,0,55.2,0,0,0,223.2,0,0,3.2,0,15.3,27.6
Jan,1,Sunday,8,-2.8,217.5,0,0,55.4,0,0,0,217.4,0,0,3.1,0,15.8,28.5
Jan,1,Sunday,9,-2.7,212,0,0,54.1,0,0,0,212.1,0,0,3,0,15.8,28.5
Jan,1,Sunday,10,-2.2,198.9,0,0,66.5,0,0,0,199,0,0,3,0.1,19.1,34.5
Jan,1,Sunday,11,-1.8,196.3,0,0,66.5,0,0,0,196.2,0,0,2.8,0.1,19.1,34.5
Jan,1,Sunday,12,-1.3,208.9,0,0,1004.5,0,0,0,209,0,0,3.1,0.1,21.3,38.6
Jan,1,Sunday,13,-1,213.1,0,0,274.5,0,0,0,213.1,0,0,3.1,0.1,21.3,38.6
Jan,1,Sunday,14,-0.7,219,0,0,76.5,0,0,0,219.2,0,0,3.1,0.1,21.3,38.6
Jan,1,Sunday,15,-0.4,222.1,0,0,384.3,0,0,0,222.2,0,0,3.2,0.1,21.3,38.6
Jan,1,Sunday,16,-0.4,226.9,0,0,79.7,0,0,0,226.8,0,0,3.3,0.1,21.3,38.6
Jan,1,Sunday,17,-0.3,232.5,0,0,72.9,0,0,0,232.6,0,0,3.5,0.1,19.1,34.5
Jan,1,Sunday,18,-0.3,240.1,0,0,62.1,0,0,0,240.3,0,0,3.5,0,16.9,30.5
Jan,1,Sunday,19,0.2,239.9,0,0,55.5,0,0,0,239.8,0,0,3.5,0,15.3,27.6
Jan,1,Sunday,20,0.6,238.4,0,0,55.4,0,0,0,238.4,0,0,3.5,0,15.3,27.6
Jan,1,Sunday,21,1.1,235.2,0,0,55.4,0,0,0,235.2,0,0,3.5,0,15.3,27.6
Jan,1,Sunday,22,1.3,235.7,0,0,55.4,0,0,0,235.7,0,0,3.5,0,15.3,27.6
Jan,1,Sunday,23,1.6,233.8,0,0,55.4,0,0,0,233.9,0,0,3.4,0,15.3,27.6
Jan,2,Monday,0,1.8,233.7,0,0,55.4,0,0,0,233.7,0,0,3.4,0,15.3,27.6
Jan,2,Monday,1,1.9,234,0,0,55.4,0,0,0,233.8,0,0,3.4,0,15.3,27.6
Jan,2,Monday,2,2,234.1,0,0,55.4,0,0,0,234.1,0,0,3.4,0,15.3,27.6
Jan,2,Monday,3,2.1,234.1,0,0,55.4,0,0,0,234.1,0,0,3.4,0,15.3,27.6
Jan,2,Monday,4,2.2,235.9,0,0,55.4,0,0,0,235.9,0,0,3.4,0,15.3,27.6
Jan,2,Monday,5,2.3,209,0,0,96.9,0,0,0,209,0,0,3,0.1,30.3,54
Jan,2,Monday,6,2.4,821.3,0,0,286.7,0,191.4,0,630,60.5,54.1,72.8,0.1,30.3,54
Jan,2,Monday,7,2.6,665.1,0,0,490.4,0,181.8,0.4,483.3,60.5,54.1,72.8,0.2,91.5,163.1
Jan,2,Monday,8,2.8,369.2,0,0,1004.5,0,155.5,2.9,213.6,60.5,54.1,72.8,0.5,273.3,487.6
Jan,2,Monday,9,3,333.6,0,0,1021.4,0,142.2,3.8,191.3,60.5,54.1,72.8,0.5,277.7,495.6
Jan,2,Monday,10,2.9,331,0,0,1020.6,0,137.4,4.3,193.7,60.5,54.1,72.8,0.5,277.7,495.6
Jan,2,Monday,11,2.7,337.6,0,0,1020.5,0,133.7,4.4,203.8,60.5,54.1,72.8,0.5,277.7,495.6
Jan,2,Monday,12,2.6,365.8,0,0,1865.6,0,135.8,4.2,230.2,60.5,54.1,72.8,0.5,247.9,442.5
Jan,2,Monday,13,2.8,348.3,0,0,1219.5,0,118.8,5.2,229.4,60.5,54.1,72.8,0.5,277.7,495.6
Jan,2,Monday,14,2.9,350.2,0,0,1021.5,0,108.7,5.5,241.7,60.5,54.1,72.8,0.5,277.7,495.6
Jan,2,Monday,15,3.1,334.4,0,0,1329.4,0,95.4,5.8,239,60.5,54.1,72.8,0.5,277.7,495.6
Jan,2,Monday,16,3.2,352.2,0,0,1024.9,0,86.1,6.2,266.2,60.5,54.1,72.8,0.5,277.7,495.6
Jan,2,Monday,17,3.2,365.8,0,0,691.7,0,105.1,3.6,260.7,60.5,54.1,72.8,0.3,158.8,283.3
Jan,2,Monday,18,3.3,381.3,0,0,508.8,0,117.9,2.3,263.3,60.5,54.1,72.8,0.2,95.9,171.2
Jan,2,Monday,19,3.4,373.8,0,0,508.9,0,115.6,2.2,258.1,60.5,54.1,72.8,0.2,95.9,171.2
Jan,2,Monday,20,3.6,390.9,0,0,420.7,0,114.5,1.5,276.2,60.5,54.1,72.8,0.1,65.1,116
Jan,2,Monday,21,3.7,384.8,0,0,402.3,0,113.1,1.4,271.7,60.5,54.1,72.8,0.1,61.8,110
Jan,2,Monday,22,4,10.9,0,0,119.3,0,0,0.7,10.9,0,0,0.1,0.1,30.3,54
Jan,2,Monday,23,4.2,12,0,0,77.6,0,0,0.6,12.1,0,0,0.1,0,15.3,27.6
Jan,3,Tuesday,0,4.5,12.7,0,0,77.9,0,0,0.6,12.7,0,0,0.1,0,15.3,27.6
Jan,3,Tuesday,1,4.4,16.4,0,0,77.9,0,0,0.5,16.4,0,0,0.2,0,15.3,27.6
Jan,3,Tuesday,2,4.4,19.5,0,0,77.9,0,0,0.5,19.4,0,0,0.2,0,15.3,27.6
Jan,3,Tuesday,3,4.3,27.8,0,0,77.9,0,0,0.5,27.6,0,0,0.5,0,15.3,27.6
Jan,3,Tuesday,4,4.3,34.5,0,0,78,0,0,0.5,34.6,0,0,0.5,0,15.3,27.6
Jan,3,Tuesday,5,4.2,33.4,0,0,119.8,0,0,0.6,33.5,0,0,0.5,0.1,30.3,54
Jan,3,Tuesday,6,4.2,488.9,0,0,312.2,0,113.7,0.6,375.1,60.5,54.1,72.8,0.1,30.3,54
Jan,3,Tuesday,7,4.1,425.2,0,0,491.5,0,108.9,1.5,316.1,60.5,54.1,72.8,0.2,91.5,163.1
Jan,3,Tuesday,8,4.1,353.2,0,0,1005.9,0,78.5,6.3,274.7,60.5,54.1,72.8,0.5,273.3,487.6
Jan,3,Tuesday,9,4,219,0,0,1022.4,0,79.1,6.2,139.9,60.5,54.1,72.8,0.5,277.7,495.6
Jan,3,Tuesday,10,4.2,207.2,0,0,1022,0,77.8,6.9,129.3,60.5,54.1,72.8,0.5,277.7,495.6
Jan,3,Tuesday,11,4.5,181.5,0,0,1022.6,0,76.1,8.4,105.3,60.5,54.1,72.8,0.5,277.7,495.6
Jan,3,Tuesday,12,4.7,242.9,0,0,1867.9,0,74.8,6.4,168.2,60.5,54.1,72.8,0.5,247.9,442.5
Jan,3,Tuesday,13,4.2,207.8,0,0,1221,0,77.8,7.4,130,60.5,54.1,72.8,0.5,277.7,495.6
Jan,3,Tuesday,14,3.7,211.7,0,0,1022.3,0,80.8,7.5,130.9,60.5,54.1,72.8,0.5,277.7,495.6
Jan,3,Tuesday,15,3.2,197,0,0,1329.6,0,83.8,7.5,113.4,60.5,54.1,72.8,0.5,277.7,495.6
Jan,3,Tuesday,16,3,197.5,0,0,1024.9,0,85.1,7.6,112.4,60.5,54.1,72.8,0.5,277.7,495.6
Jan,3,Tuesday,17,2.7,279.5,0,0,691.6,0,87.2,5,192.5,60.5,54.1,72.8,0.3,158.8,283.3
Jan,3,Tuesday,18,2.5,365.5,0,0,508.5,0,93.4,3.2,272.1,60.5,54.1,72.8,0.2,95.9,171.2
Jan,3,Tuesday,19,2.4,336.5,0,0,508.5,0,95.7,3.2,240.9,60.5,54.1,72.8,0.2,95.9,171.2
Jan,3,Tuesday,20,2.2,425.1,0,0,420.1,0,101.7,2.3,323.2,60.5,54.1,72.8,0.1,65.1,116
Jan,3,Tuesday,21,2.1,423.6,0,0,401.5,0,106.5,2,317.1,60.5,54.1,72.8,0.1,61.8,110
Jan,3,Tuesday,22,1.9,4.3,0,0,118.2,0,0,1.3,4.3,0,0,0.2,0.1,30.3,54
Jan,3,Tuesday,23,1.8,5.5,0,0,76.3,0,0,0.8,5.5,0,0,0.1,0,15.3,27.6
Jan,4,Wednesday,0,1.6,6.4,0,0,76.2,0,0,0.7,6.3,0,0,0.1,0,15.3,27.6
Jan,4,Wednesday,1,1.5,8.2,0,0,76.2,0,0,0.7,8.1,0,0,0.1,0,15.3,27.6
Jan,4,Wednesday,2,1.4,9.8,0,0,76.2,0,0,0.6,9.9,0,0,0.1,0,15.3,27.6
Jan,4,Wednesday,3,1.3,11.6,0,0,76.2,0,0,0.6,11.6,0,0,0.1,0,15.3,27.6
Jan,4,Wednesday,4,1.2,15.1,0,0,76.2,0,0,0.6,15.1,0,0,0.1,0,15.3,27.6
Jan,4,Wednesday,5,1.2,16.5,0,0,118.1,0,0,0.7,16.4,0,0,0.2,0.1,30.3,54
Jan,4,Wednesday,6,1.1,486.7,0,0,310.8,0,157.4,1,329.4,60.5,54.1,72.8,0.1,30.3,54
Jan,4,Wednesday,7,1.3,443.4,0,0,490.2,0,143.1,2.1,300.3,60.5,54.1,72.8,0.2,91.5,163.1
Jan,4,Wednesday,8,1.6,251.1,0,0,1004.5,0,108,7.9,143.3,60.5,54.1,72.8,0.5,273.3,487.6
Jan,4,Wednesday,9,1.8,211.4,0,0,1021.1,0,98.9,6.9,112.6,60.5,54.1,72.8,0.5,277.7,495.6
Jan,4,Wednesday,10,2.8,178.2,0,0,1021.5,0,86.4,14.8,91.7,60.5,54.1,72.8,0.5,277.7,495.6
Jan,4,Wednesday,11,3.7,168.1,0,0,1023.6,0,80.8,29.7,87.2,60.5,54.1,72.8,0.5,277.7,495.6
Jan,4,Wednesday,12,4.7,172.4,0,0,1868.1,0,74.8,8,97.5,60.5,54.1,72.8,0.5,247.9,442.5
Jan,4,Wednesday,13,4.7,156.5,0,0,1224.2,0,74.8,30.1,81.7,60.5,54.1,72.8,0.5,277.7,495.6
Jan,4,Wednesday,14,4.8,162.7,0,0,1026.6,0,74.5,35.6,88.5,60.5,54.1,72.8,0.5,277.7,495.6
Jan,4,Wednesday,15,4.8,159.1,60.6,17.7,1342.3,0,74.5,47.3,84.7,60.5,54.1,72.8,0.5,277.7,495.6
Jan,4,Wednesday,16,4.4,157,0,0,1029.9,0,76.8,51.7,80.2,60.5,54.1,72.8,0.5,277.7,495.6
Jan,4,Wednesday,17,4.1,208.1,0,0,692.6,0,78.5,5,129.8,60.5,54.1,72.8,0.3,158.8,283.3
Jan,4,Wednesday,18,3.7,273.9,0,0,509.3,0,80.8,3.6,193.2,60.5,54.1,72.8,0.2,95.9,171.2
Jan,4,Wednesday,19,3.7,244.2,0,0,509.2,0,80.8,3.3,163.3,60.5,54.1,72.8,0.2,95.9,171.2
Jan,4,Wednesday,20,3.8,290.4,0,0,421,0,80.5,2.6,209.7,60.5,54.1,72.8,0.1,65.1,116
Jan,4,Wednesday,21,3.8,273.2,0,0,402.4,0,80.5,2.3,192.7,60.5,54.1,72.8,0.1,61.8,110
Jan,4,Wednesday,22,3.9,2,0,0,119.2,0,0,1.5,2.1,0,0,0.1,0.1,30.3,54
Jan,4,Wednesday,23,3.9,4,0,0,77.3,0,0,1.1,4,0,0,0.1,0,15.3,27.6
Jan,5,Thursday,0,4,4.6,0,0,77.4,0,0,1,4.6,0,0,0.1,0,15.3,27.6
Jan,5,Thursday,1,3.9,5.5,0,0,77.3,0,0,0.7,5.5,0,0,0.1,0,15.3,27.6
Jan,5,Thursday,2,3.7,6.4,0,0,77.1,0,0,0.7,6.4,0,0,0.1,0,15.3,27.6
Jan,5,Thursday,3,3.6,8,0,0,77.1,0,0,0.7,8,0,0,0.1,0,15.3,27.6
Jan,5,Thursday,4,3.3,9.6,0,0,76.9,0,0,0.6,9.6,0,0,0.1,0,15.3,27.6
Jan,5,Thursday,5,3.1,10.5,0,0,118.7,0,0,0.8,10.5,0,0,0.1,0.1,30.3,54
Jan,5,Thursday,6,2.8,421.1,0,0,311.3,0,102.4,1.1,318.6,60.5,54.1,72.8,0.1,30.3,54
Jan,5,Thursday,7,2.8,333.2,0,0,490.7,0,97.1,2.3,236.2,60.5,54.1,72.8,0.2,91.5,163.1
Jan,5,Thursday,8,2.9,215.5,0,0,1005.1,0,85.9,8.5,129.7,60.5,54.1,72.8,0.5,273.3,487.6
Jan,5,Thursday,9,2.9,186.8,0,0,1022.1,0,85.9,11.7,100.9,60.5,54.1,72.8,0.5,277.7,495.6
Jan,5,Thursday,10,3.3,165.7,0,0,1022.1,0,83.4,16.8,82.2,60.5,54.1,72.8,0.5,277.7,495.6
Jan,5,Thursday,11,3.6,159.1,0,0,1023,0,81.5,23.5,77.7,60.5,54.1,72.8,0.5,277.7,495.6
Jan,5,Thursday,12,4,164.8,0,0,1867.5,0,79.1,12.2,85.5,60.5,54.1,72.8,0.5,247.9,442.5
Jan,5,Thursday,13,3.8,165.4,0,0,1223.1,0,80.5,36.8,85,60.5,54.1,72.8,0.5,277.7,495.6
Jan,5,Thursday,14,3.5,160.5,0,0,1024.9,0,82.1,41.6,78.4,60.5,54.1,72.8,0.5,277.7,495.6
Jan,5,Thursday,15,3.3,157,0,0,1332.8,0,83.4,49.2,73.6,60.5,54.1,72.8,0.5,277.7,495.6
Jan,5,Thursday,16,3,156.6,0,0,1028.1,0,85.2,52.7,71.4,60.5,54.1,72.8,0.5,277.7,495.6
Jan,5,Thursday,17,2.6,217.4,0,0,691.6,0,87.5,5.2,129.9,60.5,54.1,72.8,0.3,158.8,283.3
Jan,5,Thursday,18,2.3,308.1,0,0,508.4,0,90.3,3.4,217.9,60.5,54.1,72.8,0.2,95.9,171.2
Jan,5,Thursday,19,2,283.4,0,0,508.3,0,94.2,3.2,189.2,60.5,54.1,72.8,0.2,95.9,171.2
Jan,5,Thursday,20,1.8,306.7,0,0,420,0,99.1,2.6,207.5,60.5,54.1,72.8,0.1,65.1,116
Jan,5,Thursday,21,1.5,358.3,0,0,401.4,0,107.4,2.3,250.9,60.5,54.1,72.8,0.1,61.8,110
Jan,5,Thursday,22,1.5,7.2,0,0,118.2,0,0,1.3,7.2,0,0,0.2,0.1,30.3,54
Jan,5,Thursday,23,1.4,8.4,0,0,76.2,0,0,0.8,8.3,0,0,0.1,0,15.3,27.6
Jan,6,Friday,0,1.4,10,0,0,76.2,0,0,0.7,10,0,0,0.1,0,15.3,27.6
Jan,6,Friday,1,1.4,12,0,0,76.3,0,0,0.7,12,0,0,0.1,0,15.3,27.6
Jan,6,Friday,2,1.3,13.2,0,0,76.2,0,0,0.7,13.2,0,0,0.1,0,15.3,27.6
Jan,6,Friday,3,1.3,14.2,0,0,76.3,0,0,0.6,14.2,0,0,0.1,0,15.3,27.6
Jan,6,Friday,4,1.2,16.3,0,0,76.3,0,0,0.6,16.2,0,0,0.3,0,15.3,27.6
Jan,6,Friday,5,1.1,18.6,0,0,76.3,0,0,0.5,18.7,0,0,0.3,0,15.3,27.6
Jan,6,Friday,6,1,21.3,0,0,76.3,0,0,0.5,21.2,0,0,0.4,0,15.3,27.6
Jan,6,Friday,7,1.2,22.8,0,0,76.4,0,0,0.5,22.8,0,0,0.4,0,15.3,27.6
Jan,6,Friday,8,1.3,22.6,0,0,76.6,0,0,0.5,22.7,0,0,0.4,0,15.8,28.5
Jan,6,Friday,9,1.5,22.7,0,0,75.5,0,0,0.4,22.7,0,0,0.4,0,15.8,28.5
Jan,6,Friday,10,1.7,18.1,0,0,88,0,0,0.4,18.1,0,0,0.3,0.1,19.1,34.5
Jan,6,Friday,11,1.9,18.5,0,0,88.1,0,0,0.4,18.5,0,0,0.3,0.1,19.1,34.5
Jan,6,Friday,12,2.1,16.7,0,0,1025.9,0,0,0.4,16.7,0,0,0.3,0.1,21.3,38.6
Jan,6,Friday,13,1.7,21.6,0,0,295.9,0,0,0.3,21.5,0,0,0.3,0.1,21.3,38.6
Jan,6,Friday,14,1.3,28.7,0,0,97.8,0,0,0.3,28.8,0,0,0.4,0.1,21.3,38.6
Jan,6,Friday,15,0.9,36,0,0,405.5,0,0,0.3,35.9,0,0,0.4,0.1,21.3,38.6
Jan,6,Friday,16,0.3,47.1,0,0,101,0,0,0.2,47.1,0,0,0.7,0.1,21.3,38.6
Jan,6,Friday,17,-0.4,58.1,0,0,94.1,0,0,0.2,58.1,0,0,0.8,0.1,19.1,34.5
Jan,6,Friday,18,-1,70,0,0,83.3,0,0,0.2,70.1,0,0,1,0,16.9,30.5
Jan,6,Friday,19,-1.1,77.6,0,0,76.8,0,0,0.2,77.5,0,0,1.2,0,15.3,27.6
Jan,6,Friday,20,-1.2,84.1,0,0,76.8,0,0,0.1,84.1,0,0,1.2,0,15.3,27.6
Jan,6,Friday,21,-1.3,91.8,0,0,77,0,0,0.1,91.9,0,0,1.3,0,15.3,27.6
Jan,6,Friday,22,-1.3,97.4,0,0,53.4,0,0,0,97.5,0,0,1.3,0,15.3,27.6
Jan,6,Friday,23,-1.2,102.3,0,0,53.5,0,0,0,102.3,0,0,1.5,0,15.3,27.6
Jan,7,Saturday,0,-1.2,108.6,0,0,53.5,0,0,0,108.6,0,0,1.5,0,15.3,27.6
Jan,7,Saturday,1,-0.4,112,0,0,53.6,0,0,0,111.9,0,0,1.5,0,15.3,27.6
Jan,7,Saturday,2,0.3,120.9,0,0,53.7,0,0,0,120.9,0,0,1.8,0,15.3,27.6
Jan,7,Saturday,3,1.1,124.7,0,0,53.8,0,0,0,124.8,0,0,1.8,0,15.3,27.6
Jan,7,Saturday,4,2.2,124.6,0,0,53.8,0,0,0,124.6,0,0,1.8,0,15.3,27.6
Jan,7,Saturday,5,3.2,122.5,0,0,53.7,0,0,0,122.5,0,0,1.7,0,15.3,27.6
Jan,7,Saturday,6,4.3,549.7,0,0,312.2,0,117.2,0.3,432.6,60.5,54.1,72.8,0.1,30.3,54
Jan,7,Saturday,7,4.8,519.8,0,0,315.1,0,105.1,0.3,414.7,60.5,54.1,72.8,0.1,30.9,55
Jan,7,Saturday,8,5.4,414,0,0,491,0,83.1,0.8,331,60.5,54.1,72.8,0.2,92.6,165.1
Jan,7,Saturday,9,5.9,388.3,0,0,505.8,0,70.9,0.9,317.4,60.5,54.1,72.8,0.2,95.9,171.2
Jan,7,Saturday,10,6.2,374.4,14,4.1,512.7,0,66.1,0.9,308.3,60.5,54.1,72.8,0.2,99.2,177.2
Jan,7,Saturday,11,6.6,335,14,4.1,512.7,0,63.5,0.8,271.6,60.5,54.1,72.8,0.2,99.2,177.2
Jan,7,Saturday,12,6.9,373,13.5,4,1315.9,0,61.9,0.3,311.2,60.5,54.1,72.8,0.2,54.5,97.7
Jan,7,Saturday,13,6.5,373.4,13.4,4,585.9,0,64.2,0.3,309.2,60.5,54.1,72.8,0.2,54.5,97.7
Jan,7,Saturday,14,6,377.6,13.5,4,387.7,0,70.6,0.3,307.1,60.5,54.1,72.8,0.2,54.5,97.7
Jan,7,Saturday,15,5.6,380.9,0,0,699.4,0,79.2,0.2,301.7,60.5,54.1,72.8,0.2,54.5,97.7
Jan,7,Saturday,16,4.8,411.8,0,0,392.6,0,99.6,0.4,312.2,60.5,54.1,72.8,0.2,54.5,97.7
Jan,7,Saturday,17,4.1,456.1,0,0,284.7,0,119.1,0,337.2,60.5,54.1,72.8,0.1,24.6,44.6
Jan,7,Saturday,18,3.3,7.1,0,0,72.1,0,0,0,7,0,0,0.1,0.1,20.2,36.5
Jan,7,Saturday,19,3,21.4,0,0,63.4,0,0,0,21.5,0,0,0.3,0.1,18,32.5
Jan,7,Saturday,20,2.6,34.7,0,0,63.6,0,0,0,34.6,0,0,0.5,0.1,18,32.5
Jan,7,Saturday,21,2.3,46.8,0,0,54.9,0,0,0,47,0,0,0.6,0,15.8,28.5
Jan,7,Saturday,22,1.9,63,0,0,52.9,0,0,0,63,0,0,0.7,0,15.3,27.6
Jan,7,Saturday,23,1.4,93.6,0,0,53.3,0,0,0,93.7,0,0,1.4,0,15.3,27.6
Jan,8,Sunday,0,1,109.3,0,0,53.6,0,0,0,109.3,0,0,1.6,0,15.3,27.6
Jan,8,Sunday,1,0.7,119.8,0,0,53.7,0,0,0,119.9,0,0,1.8,0,15.3,27.6
Jan,8,Sunday,2,0.5,129.1,0,0,53.8,0,0,0,129.1,0,0,1.9,0,15.3,27.6
Jan,8,Sunday,3,0.2,138.8,0,0,54,0,0,0,138.9,0,0,2.1,0,15.3,27.6
Jan,8,Sunday,4,0.7,140.9,0,0,54,0,0,0,140.9,0,0,2.1,0,15.3,27.6
Jan,8,Sunday,5,1.2,142.3,0,0,54,0,0,0,142.4,0,0,2.1,0,15.3,27.6
Jan,8,Sunday,6,1.7,142.2,0,0,54,0,0,0,142.2,0,0,2.1,0,15.3,27.6
Jan,8,Sunday,7,1.7,144.6,0,0,54.1,0,0,0,144.5,0,0,2.1,0,15.3,27.6
Jan,8,Sunday,8,1.6,136.2,0,0,54.2,0,0,0,136.1,0,0,2,0,15.8,28.5
Jan,8,Sunday,9,1.6,119.5,0,0,52.8,0,0,0,119.3,0,0,1.7,0,15.8,28.5
Jan,8,Sunday,10,2.5,72.1,0,0,64.7,0,0,0,72.2,0,0,1.1,0.1,19.1,34.5
Jan,8,Sunday,11,3.4,65.9,0,0,64.6,0,0,0,65.8,0,0,1.1,0.1,19.1,34.5
Jan,8,Sunday,12,4.3,57.9,0,0,1002.3,0,0,0,57.9,0,0,0.9,0.1,21.3,38.6
Jan,8,Sunday,13,4,64.1,0,0,272.4,0,0,0,64.2,0,0,1,0.1,21.3,38.6
Jan,8,Sunday,14,3.7,80.3,0,0,74.5,0,0,0,80.4,0,0,1.3,0.1,21.3,38.6
Jan,8,Sunday,15,3.4,102.9,0,0,382.5,0,0,0,102.9,0,0,1.5,0.1,21.3,38.6
Jan,8,Sunday,16,3.3,107.6,0,0,78,0,0,0,107.6,0,0,1.5,0.1,21.3,38.6
Jan,8,Sunday,17,3.1,113.9,0,0,71.2,0,0,0,113.8,0,0,1.6,0.1,19.1,34.5
Jan,8,Sunday,18,3,122.3,0,0,60.4,0,0,0,122.4,0,0,1.8,0,16.9,30.5
Jan,8,Sunday,19,3.2,125.8,0,0,53.8,0,0,0,125.7,0,0,1.9,0,15.3,27.6
Jan,8,Sunday,20,3.4,127.7,0,0,53.8,0,0,0,127.7,0,0,1.9,0,15.3,27.6
Jan,8,Sunday,21,3.6,128.9,0,0,53.8,0,0,0,128.9,0,0,1.9,0,15.3,27.6
Jan,8,Sunday,22,3.2,134.7,0,0,53.9,0,0,0,134.6,0,0,2,0,15.3,27.6
Jan,8,Sunday,23,2.7,141.3,0,0,54,0,0,0,141.3,0,0,2.1,0,15.3,27.6
Jan,9,Monday,0,2.3,147.3,0,0,54.1,0,0,0,147.3,0,0,2.2,0,15.3,27.6
Jan,9,Monday,1,2.2,150.1,0,0,54.2,0,0,0,150,0,0,2.2,0,15.3,27.6
Jan,9,Monday,2,2.2,152.4,0,0,54.2,0,0,0,152.3,0,0,2.2,0,15.3,27.6
Jan,9,Monday,3,2.1,155.8,0,0,54.2,0,0,0,155.8,0,0,2.2,0,15.3,27.6
Jan,9,Monday,4,2.2,156.9,0,0,54.3,0,0,0,157,0,0,2.2,0,15.3,27.6
Jan,9,Monday,5,2.3,143.4,0,0,95.9,0,0,0,143.3,0,0,2.1,0.1,30.3,54
Jan,9,Monday,6,2.4,765.7,0,0,286.7,0,187.9,0,577.9,60.5,54.1,72.8,0.1,30.3,54
Jan,9,Monday,7,3.1,582.7,0,0,490.7,0,166.1,0.6,416.8,60.5,54.1,72.8,0.2,91.5,163.1
Jan,9,Monday,8,3.7,338.1,0,0,1005.1,0,121.9,3.3,216.1,60.5,54.1,72.8,0.5,273.3,487.6
Jan,9,Monday,9,4.4,298.4,0,0,1022.6,0,100.1,3.9,198.4,60.5,54.1,72.8,0.5,277.7,495.6
Jan,9,Monday,10,5.4,275,0,0,1024.1,0,71.2,4.6,203.8,60.5,54.1,72.8,0.5,277.7,495.6
Jan,9,Monday,11,6.4,302.5,18.3,5.4,1021.5,0,64.9,5.1,237.7,60.5,54.1,72.8,0.5,277.7,495.6
Jan,9,Monday,12,7.4,311.7,18,5.4,1866.7,0,58.9,4.8,252.8,60.5,54.1,72.8,0.5,247.9,442.5
Jan,9,Monday,13,7,311.6,19,5.7,1220.7,0,61.2,5.9,250.2,60.5,54.1,72.8,0.5,277.7,495.6
Jan,9,Monday,14,6.7,334.3,19.2,5.7,1022.6,0,62.9,6,271.5,60.5,54.1,72.8,0.5,277.7,495.6
Jan,9,Monday,15,6.3,347.1,19.6,5.8,1330.4,0,65.5,6.4,281.6,60.5,54.1,72.8,0.5,277.7,495.6
Jan,9,Monday,16,6.5,271.9,19.8,5.9,1025.9,0,64.2,6.7,207.6,60.5,54.1,72.8,0.5,277.7,495.6
Jan,9,Monday,17,6.8,373.9,17,5,692.2,0,62.5,3.8,311.4,60.5,54.1,72.8,0.3,158.8,283.3
Jan,9,Monday,18,7,348.9,15.9,4.7,509.1,0,61.2,2.7,287.6,60.5,54.1,72.8,0.2,95.9,171.2
Jan,9,Monday,19,7,342.1,15.4,4.6,508.9,0,61.2,2.3,280.9,60.5,54.1,72.8,0.2,95.9,171.2
Jan,9,Monday,20,6.9,350.1,15,4.5,420.6,0,61.9,1.9,288.1,60.5,54.1,72.8,0.1,65.1,116
Jan,9,Monday,21,6.9,337.2,14.8,4.4,402,0,61.9,1.7,275.3,60.5,54.1,72.8,0.1,61.8,110
Jan,9,Monday,22,5.6,4.2,0,0,122.5,0,0,0.8,4.2,0,0,0.1,0.1,30.3,54
Jan,9,Monday,23,4.4,6.7,0,0,77.7,0,0,0.6,6.7,0,0,0.1,0,15.3,27.6
Jan,10,Tuesday,0,3.1,9.2,0,0,76.8,0,0,0.6,9.2,0,0,0.1,0,15.3,27.6
Jan,10,Tuesday,1,2.8,10.2,0,0,76.6,0,0,0.5,10.3,0,0,0.1,0,15.3,27.6
Jan,10,Tuesday,2,2.6,12.4,0,0,76.6,0,0,0.5,12.4,0,0,0.1,0,15.3,27.6
Jan,10,Tuesday,3,2.3,15.4,0,0,76.5,0,0,0.5,15.4,0,0,0.1,0,15.3,27.6
Jan,10,Tuesday,4,2,19.3,0,0,76.5,0,0,0.4,19.3,0,0,0.2,0,15.3,27.6
Jan,10,Tuesday,5,1.8,20.3,0,0,118.3,0,0,0.6,20.3,0,0,0.4,0.1,30.3,54
Jan,10,Tuesday,6,1.5,498.8,0,0,310.8,0,178.6,0.5,320.1,60.5,54.1,72.8,0.1,30.3,54
Jan,10,Tuesday,7,1.3,456.1,0,0,490.1,0,174.7,1.6,281.5,60.5,54.1,72.8,0.2,91.5,163.1
